college_id,ranking_authority,ranking_year,overall_rank,overall_score,overall_total_score,parameter_id,parameter_score,rank_band
32733,2,2023,,43.6–46.7,100,4,46.9,101–125
32733,2,2022,,42.4–46.6,100,4,42.5,101–125
32733,2,2021,,41.6–46.7,100,4,39.4,101–125
32733,2,2020,,40.4–45.1,100,4,34,101–125
32733,2,2019,96,46.2,100,4,37.9,
32733,2,2023,,43.6–46.7,100,5,39.2,101–125
32733,2,2022,,42.4–46.6,100,5,45,101–125
32733,2,2021,,41.6–46.7,100,5,43.4,101–125
32733,2,2020,,40.4–45.1,100,5,43.8,101–125
32733,2,2019,96,46.2,100,5,45.7,
33549,2,2023,3,87.7,100,1,69.9,
33549,2,2022,3,88.3,100,1,69.5,
33549,2,2021,3,88,100,1,71.1,
33549,2,2020,2,86.7,100,1,62.8,
33549,2,2019,4,87.3,100,1,68.1,
33549,2,2023,3,87.7,100,2,53.7,
33549,2,2022,3,88.3,100,2,58.5,
33549,2,2021,3,88,100,2,59,
33549,2,2020,2,86.7,100,2,58.8,
33549,2,2019,4,87.3,100,2,54.8,
33549,2,2023,3,87.7,100,3,77.5,
33549,2,2022,3,88.3,100,3,76.4,
33549,2,2021,3,88,100,3,75.6,
33549,2,2020,2,86.7,100,3,75.2,
33549,2,2019,4,87.3,100,3,75.2,
33549,2,2023,3,87.7,100,4,96.1,
33549,2,2022,3,88.3,100,4,96.6,
33549,2,2021,3,88,100,4,96.6,
33549,2,2020,2,86.7,100,4,96.3,
33549,2,2019,4,87.3,100,4,95.7,
33549,2,2023,3,87.7,100,5,90.8,
33549,2,2022,3,88.3,100,5,91.7,
33549,2,2021,3,88,100,5,90.6,
33549,2,2020,2,86.7,100,5,90.7,
33549,2,2019,4,87.3,100,5,91.1,
33550,2,2023,69,53,100,1,67.2,
33550,2,2022,51,58.9,100,1,73.5,
33550,2,2021,38,63.7,100,1,71.5,
33550,2,2020,43,59.9,100,1,64.7,
33550,2,2019,52,59,100,1,70.1,
33550,2,2023,69,53,100,2,33.6,
33550,2,2022,51,58.9,100,2,33.6,
33550,2,2021,38,63.7,100,2,35.3,
33550,2,2020,43,59.9,100,2,34.8,
33550,2,2019,52,59,100,2,35.3,
33550,2,2023,69,53,100,3,76.8,
33550,2,2022,51,58.9,100,3,71.3,
33550,2,2021,38,63.7,100,3,67.6,
33550,2,2020,43,59.9,100,3,68.1,
33550,2,2019,52,59,100,3,67.8,
33550,2,2023,69,53,100,4,54.4,
33550,2,2022,51,58.9,100,4,60.2,
33550,2,2021,38,63.7,100,4,66.8,
33550,2,2020,43,59.9,100,4,60,
33550,2,2019,52,59,100,4,56,
33550,2,2023,69,53,100,5,42.5,
33550,2,2022,51,58.9,100,5,50.8,
33550,2,2021,38,63.7,100,5,58.5,
33550,2,2020,43,59.9,100,5,58,
33550,2,2019,52,59,100,5,57.4,
33850,2,2023,83,50.2,100,1,79.2,
33850,2,2022,,42.4–46.6,100,1,83.6,101–125
33850,2,2021,88,48.8,100,1,73.9,
33850,2,2020,91,46.1,100,1,67.6,
33850,2,2019,86,48.1,100,1,86,
33850,2,2023,83,50.2,100,2,33.6,
33850,2,2022,,42.4–46.6,100,2,33.7,101–125
33850,2,2021,88,48.8,100,2,35.5,
33850,2,2020,91,46.1,100,2,34.7,
33850,2,2019,86,48.1,100,2,35.3,
33850,2,2023,83,50.2,100,3,69.5,
33850,2,2022,,42.4–46.6,100,3,68.3,101–125
33850,2,2021,88,48.8,100,3,67.4,
33850,2,2020,91,46.1,100,3,68.4,
33850,2,2019,86,48.1,100,3,70.2,
33850,2,2023,83,50.2,100,4,48.7,
33850,2,2022,,42.4–46.6,100,4,37,101–125
33850,2,2021,88,48.8,100,4,44.8,
33850,2,2020,91,46.1,100,4,42.6,
33850,2,2019,86,48.1,100,4,39.1,
33850,2,2023,83,50.2,100,5,37.4,
33850,2,2022,,42.4–46.6,100,5,31.6,101–125
33850,2,2021,88,48.8,100,5,39.8,
33850,2,2020,91,46.1,100,5,37.2,
33850,2,2019,86,48.1,100,5,38.3,
34147,2,2023,,43.6–46.7,100,1,77.5,101–125
34147,2,2022,,42.4–46.6,100,1,86.3,101–125
34147,2,2021,,41.6–46.7,100,1,82.2,101–125
34147,2,2020,,40.4–45.1,100,1,72.6,101–125
34147,2,2019,,38.2–41.0,100,1,79.3,126–150
34147,2,2023,,43.6–46.7,100,2,34.5,101–125
34147,2,2022,,42.4–46.6,100,2,34.8,101–125
34147,2,2021,,41.6–46.7,100,2,37.4,101–125
34147,2,2020,,40.4–45.1,100,2,36.3,101–125
34147,2,2019,,38.2–41.0,100,2,36.7,126–150
34147,2,2023,,43.6–46.7,100,3,82.8,101–125
34147,2,2022,,42.4–46.6,100,3,84.2,101–125
34147,2,2021,,41.6–46.7,100,3,83.3,101–125
34147,2,2020,,40.4–45.1,100,3,84.8,101–125
34147,2,2019,,38.2–41.0,100,3,83.3,126–150
34147,2,2023,,43.6–46.7,100,4,36.2,101–125
34147,2,2022,,42.4–46.6,100,4,29.8,101–125
34147,2,2021,,41.6–46.7,100,4,30.7,101–125
34147,2,2020,,40.4–45.1,100,4,30.8,101–125
34147,2,2019,,38.2–41.0,100,4,27.4,126–150
34147,2,2023,,43.6–46.7,100,5,38.1,101–125
34147,2,2022,,42.4–46.6,100,5,35.1,101–125
34147,2,2021,,41.6–46.7,100,5,36.4,101–125
34147,2,2020,,40.4–45.1,100,5,35.2,101–125
34147,2,2019,,38.2–41.0,100,5,28.7,126–150
35314,2,2023,63,54.1,100,1,59.9,
35314,2,2022,56,57.5,100,1,58.4,
35314,2,2021,66,54.6,100,1,48.6,
35314,2,2020,57,56,100,1,50.1,
35314,2,2019,61,56,100,1,50.9,
35314,2,2023,63,54.1,100,2,33.7,
35314,2,2022,56,57.5,100,2,34.1,
35314,2,2021,66,54.6,100,2,35.7,
35314,2,2020,57,56,100,2,34.9,
35314,2,2019,61,56,100,2,36.2,
35314,2,2023,63,54.1,100,3,71.6,
35314,2,2022,56,57.5,100,3,70.5,
35314,2,2021,66,54.6,100,3,71.6,
35314,2,2020,57,56,100,3,72.1,
35314,2,2019,61,56,100,3,70.6,
35314,2,2023,63,54.1,100,4,55.4,
35314,2,2022,56,57.5,100,4,56.4,
35314,2,2021,66,54.6,100,4,53.4,
35314,2,2020,57,56,100,4,51.7,
35314,2,2019,61,56,100,4,52.5,
35314,2,2023,63,54.1,100,5,48.4,
35314,2,2022,56,57.5,100,5,57.2,
35314,2,2021,66,54.6,100,5,56,
35314,2,2020,57,56,100,5,60.7,
35314,2,2019,61,56,100,5,59.9,
35315,2,2023,,31.9–35.2,100,1,53.4,201–250
35315,2,2022,,30.6–34.0,100,1,44.2,201–250
35315,2,2021,,38.5–41.5,100,1,52.1,126–150
35315,2,2020,,36.9–40.3,100,1,54.6,126–150
35315,2,2019,,32.8–35.4,100,1,61.1,176–200
35315,2,2023,,31.9–35.2,100,2,33.6,201–250
35315,2,2022,,30.6–34.0,100,2,33.6,201–250
35315,2,2021,,38.5–41.5,100,2,35.6,126–150
35315,2,2020,,36.9–40.3,100,2,34.7,126–150
35315,2,2019,,32.8–35.4,100,2,35.3,176–200
35315,2,2023,,31.9–35.2,100,3,62.8,201–250
35315,2,2022,,30.6–34.0,100,3,56.7,201–250
35315,2,2021,,38.5–41.5,100,3,56.7,126–150
35315,2,2020,,36.9–40.3,100,3,61.1,126–150
35315,2,2019,,32.8–35.4,100,3,61.6,176–200
35315,2,2023,,31.9–35.2,100,4,22.6,201–250
35315,2,2022,,30.6–34.0,100,4,26.4,201–250
35315,2,2021,,38.5–41.5,100,4,37,126–150
35315,2,2020,,36.9–40.3,100,4,32.7,126–150
35315,2,2019,,32.8–35.4,100,4,20.4,176–200
35315,2,2023,,31.9–35.2,100,5,28.3,201–250
35315,2,2022,,30.6–34.0,100,5,29,201–250
35315,2,2021,,38.5–41.5,100,5,32.4,126–150
35315,2,2020,,36.9–40.3,100,5,32.9,126–150
35315,2,2019,,32.8–35.4,100,5,30.8,176–200
35316,2,2023,55,56.7,100,1,66.6,
35316,2,2022,48,60,100,1,71.4,
35316,2,2021,50,59.3,100,1,66.9,
35316,2,2020,51,57.9,100,1,63.4,
35316,2,2019,44,61.5,100,1,68.1,
35316,2,2023,55,56.7,100,2,33.6,
35316,2,2022,48,60,100,2,33.6,
35316,2,2021,50,59.3,100,2,35.3,
35316,2,2020,51,57.9,100,2,34.7,
35316,2,2019,44,61.5,100,2,35.4,
35316,2,2023,55,56.7,100,3,70.1,
35316,2,2022,48,60,100,3,67.3,
35316,2,2021,50,59.3,100,3,63.4,
35316,2,2020,51,57.9,100,3,63.8,
35316,2,2019,44,61.5,100,3,60.7,
35316,2,2023,55,56.7,100,4,57.7,
35316,2,2022,48,60,100,4,63.5,
35316,2,2021,50,59.3,100,4,64.7,
35316,2,2020,51,57.9,100,4,58.7,
35316,2,2019,44,61.5,100,4,64.4,
35316,2,2023,55,56.7,100,5,50.6,
35316,2,2022,48,60,100,5,52.3,
35316,2,2021,50,59.3,100,5,51.5,
35316,2,2020,51,57.9,100,5,55.1,
35316,2,2019,44,61.5,100,5,57.9,
35317,2,2023,50,58.5,100,1,72.6,
35317,2,2022,57,57.4,100,1,73.4,
35317,2,2021,45,60.7,100,1,90.2,
35317,2,2020,40,61.6,100,1,73.5,
35317,2,2019,34,65.4,100,1,82.5,
35317,2,2023,50,58.5,100,2,34.4,
35317,2,2022,57,57.4,100,2,34.7,
35317,2,2021,45,60.7,100,2,36,
35317,2,2020,40,61.6,100,2,34.8,
35317,2,2019,34,65.4,100,2,35.3,
35317,2,2023,50,58.5,100,3,76.7,
35317,2,2022,57,57.4,100,3,70.9,
35317,2,2021,45,60.7,100,3,73,
35317,2,2020,40,61.6,100,3,73.6,
35317,2,2019,34,65.4,100,3,70.2,
35317,2,2023,50,58.5,100,4,54,
35317,2,2022,57,57.4,100,4,53.5,
35317,2,2021,45,60.7,100,4,55,
35317,2,2020,40,61.6,100,4,58.6,
35317,2,2019,34,65.4,100,4,62.6,
35317,2,2023,50,58.5,100,5,55.5,
35317,2,2022,57,57.4,100,5,53.8,
35317,2,2021,45,60.7,100,5,53.7,
35317,2,2020,40,61.6,100,5,59.1,
35317,2,2019,34,65.4,100,5,62.3,
36440,2,2023,,43.6–46.7,100,1,75.5,101–125
36440,2,2022,,42.4–46.6,100,1,76.9,101–125
36440,2,2021,,38.5–41.5,100,1,71.2,126–150
36440,2,2020,,34.4–36.8,100,1,70.3,151–175
36440,2,2019,,38.2–41.0,100,1,69,126–150
36440,2,2023,,43.6–46.7,100,2,37.3,101–125
36440,2,2022,,42.4–46.6,100,2,36.1,101–125
36440,2,2021,,38.5–41.5,100,2,40.4,126–150
36440,2,2020,,34.4–36.8,100,2,36.7,151–175
36440,2,2019,,38.2–41.0,100,2,37.8,126–150
36440,2,2023,,43.6–46.7,100,3,72.5,101–125
36440,2,2022,,42.4–46.6,100,3,68.6,101–125
36440,2,2021,,38.5–41.5,100,3,67,126–150
36440,2,2020,,34.4–36.8,100,3,68.5,151–175
36440,2,2019,,38.2–41.0,100,3,63.6,126–150
36440,2,2023,,43.6–46.7,100,4,29.9,101–125
36440,2,2022,,42.4–46.6,100,4,30.8,101–125
36440,2,2021,,38.5–41.5,100,4,30.1,126–150
36440,2,2020,,34.4–36.8,100,4,25.2,151–175
36440,2,2019,,38.2–41.0,100,4,28.1,126–150
36440,2,2023,,43.6–46.7,100,5,39.6,101–125
36440,2,2022,,42.4–46.6,100,5,36.8,101–125
36440,2,2021,,38.5–41.5,100,5,28.7,126–150
36440,2,2020,,34.4–36.8,100,5,24.4,151–175
36440,2,2019,,38.2–41.0,100,5,31,126–150
36441,2,2023,,43.6–46.7,100,1,77.2,101–125
36441,2,2022,98,47,100,1,82.2,
36441,2,2021,84,49.4,100,1,68.6,
36441,2,2020,83,48,100,1,62.5,
36441,2,2019,98,45.6,100,1,66.8,
36441,2,2023,,43.6–46.7,100,2,33.6,101–125
36441,2,2022,98,47,100,2,33.6,
36441,2,2021,84,49.4,100,2,35.8,
36441,2,2020,83,48,100,2,38.3,
36441,2,2019,98,45.6,100,2,35.3,
36441,2,2023,,43.6–46.7,100,3,71.4,101–125
36441,2,2022,98,47,100,3,69.5,
36441,2,2021,84,49.4,100,3,68.1,
36441,2,2020,83,48,100,3,71.2,
36441,2,2019,98,45.6,100,3,70.5,
36441,2,2023,,43.6–46.7,100,4,37.1,101–125
36441,2,2022,98,47,100,4,39,
36441,2,2021,84,49.4,100,4,47.7,
36441,2,2020,83,48,100,4,43,
36441,2,2019,98,45.6,100,4,39.6,
36441,2,2023,,43.6–46.7,100,5,37.7,101–125
36441,2,2022,98,47,100,5,37.5,
36441,2,2021,84,49.4,100,5,40.6,
36441,2,2020,83,48,100,5,43.3,
36441,2,2019,98,45.6,100,5,38.7,
36443,2,2023,4,87.1,100,1,75.1,
36443,2,2022,4,86.4,100,1,74.2,
36443,2,2021,4,87.5,100,1,79.6,
36443,2,2020,3,86.4,100,1,68.1,
36443,2,2019,3,87.6,100,1,76.7,
36443,2,2023,4,87.1,100,2,33.7,
36443,2,2022,4,86.4,100,2,33.5,
36443,2,2021,4,87.5,100,2,35.8,
36443,2,2020,3,86.4,100,2,35.2,
36443,2,2019,3,87.6,100,2,37.6,
36443,2,2023,4,87.1,100,3,72.7,
36443,2,2022,4,86.4,100,3,72.2,
36443,2,2021,4,87.5,100,3,74,
36443,2,2020,3,86.4,100,3,75.8,
36443,2,2019,3,87.6,100,3,75.4,
36443,2,2023,4,87.1,100,4,95,
36443,2,2022,4,86.4,100,4,95.2,
36443,2,2021,4,87.5,100,4,95,
36443,2,2020,3,86.4,100,4,95.5,
36443,2,2019,3,87.6,100,4,95.2,
36443,2,2023,4,87.1,100,5,90.4,
36443,2,2022,4,86.4,100,5,88.9,
36443,2,2021,4,87.5,100,5,89.3,
36443,2,2020,3,86.4,100,5,90.1,
36443,2,2019,3,87.6,100,5,90.3,
36445,2,2023,,35.3–37.4,100,1,90.2,176–200
36445,2,2022,,34.1–36.2,100,1,84.3,176–200
36445,2,2021,,30.5–33.3,100,1,86.5,201–250
36445,2,2020,,26.0–28.9,100,1,73,251–300
36445,2,2019,,29.0–32.7,100,1,74.2,201–250
36445,2,2023,,35.3–37.4,100,2,33.6,176–200
36445,2,2022,,34.1–36.2,100,2,33.6,176–200
36445,2,2021,,30.5–33.3,100,2,35.3,201–250
36445,2,2020,,26.0–28.9,100,2,33.9,251–300
36445,2,2019,,29.0–32.7,100,2,35.6,201–250
36445,2,2023,,35.3–37.4,100,3,92.6,176–200
36445,2,2022,,34.1–36.2,100,3,96.4,176–200
36445,2,2021,,30.5–33.3,100,3,97.2,201–250
36445,2,2020,,26.0–28.9,100,3,97.2,251–300
36445,2,2019,,29.0–32.7,100,3,96.7,201–250
36445,2,2023,,35.3–37.4,100,4,21.6,176–200
36445,2,2022,,34.1–36.2,100,4,18.6,176–200
36445,2,2021,,30.5–33.3,100,4,16.4,201–250
36445,2,2020,,26.0–28.9,100,4,13.1,251–300
36445,2,2019,,29.0–32.7,100,4,12.8,201–250
36445,2,2023,,35.3–37.4,100,5,16.2,176–200
36445,2,2022,,34.1–36.2,100,5,16.9,176–200
36445,2,2021,,30.5–33.3,100,5,13.8,201–250
36445,2,2020,,26.0–28.9,100,5,10.1,251–300
36445,2,2019,,29.0–32.7,100,5,13.5,201–250
36446,2,2023,33,65.1,100,1,70.8,
36446,2,2022,26,70.8,100,1,68.4,
36446,2,2021,19,72.9,100,1,72.6,
36446,2,2020,27,67.9,100,1,68.4,
36446,2,2019,30,68,100,1,78,
36446,2,2023,33,65.1,100,2,40,
36446,2,2022,26,70.8,100,2,42.4,
36446,2,2021,19,72.9,100,2,48.1,
36446,2,2020,27,67.9,100,2,44.6,
36446,2,2019,30,68,100,2,40.7,
36446,2,2023,33,65.1,100,3,70.6,
36446,2,2022,26,70.8,100,3,66.6,
36446,2,2021,19,72.9,100,3,66.8,
36446,2,2020,27,67.9,100,3,68.7,
36446,2,2019,30,68,100,3,69.2,
36446,2,2023,33,65.1,100,4,65.4,
36446,2,2022,26,70.8,100,4,74.3,
36446,2,2021,19,72.9,100,4,75.6,
36446,2,2020,27,67.9,100,4,66.3,
36446,2,2019,30,68,100,4,65.9,
36446,2,2023,33,65.1,100,5,63,
36446,2,2022,26,70.8,100,5,71,
36446,2,2021,19,72.9,100,5,73.2,
36446,2,2020,27,67.9,100,5,70.6,
36446,2,2019,30,68,100,5,67.7,
36455,2,2023,,28.4–31.8,100,1,69.7,251–300
36455,2,2022,,27.7–30.4,100,1,71.1,251–300
36455,2,2021,,30.5–33.3,100,1,76.7,201–250
36455,2,2020,,29.0–32.2,100,1,71.5,201–250
36455,2,2019,,29.0–32.7,100,1,68.3,201–250
36455,2,2023,,28.4–31.8,100,2,33.6,251–300
36455,2,2022,,27.7–30.4,100,2,33.6,251–300
36455,2,2021,,30.5–33.3,100,2,35.4,201–250
36455,2,2020,,29.0–32.2,100,2,34.7,201–250
36455,2,2019,,29.0–32.7,100,2,35.3,201–250
36455,2,2023,,28.4–31.8,100,3,71.9,251–300
36455,2,2022,,27.7–30.4,100,3,69.7,251–300
36455,2,2021,,30.5–33.3,100,3,65.9,201–250
36455,2,2020,,29.0–32.2,100,3,61.5,201–250
36455,2,2019,,29.0–32.7,100,3,56.6,201–250
36455,2,2023,,28.4–31.8,100,4,19.2,251–300
36455,2,2022,,27.7–30.4,100,4,14.5,251–300
36455,2,2021,,30.5–33.3,100,4,15,201–250
36455,2,2020,,29.0–32.2,100,4,14.7,201–250
36455,2,2019,,29.0–32.7,100,4,17.5,201–250
36455,2,2023,,28.4–31.8,100,5,18.8,251–300
36455,2,2022,,27.7–30.4,100,5,17.9,251–300
36455,2,2021,,30.5–33.3,100,5,23.1,201–250
36455,2,2020,,29.0–32.2,100,5,19.6,201–250
36455,2,2019,,29.0–32.7,100,5,23.9,201–250
36467,2,2023,,23.7–28.3,100,1,62.4,301–400
36467,2,2022,,27.7–30.4,100,1,70.4,251–300
36467,2,2021,,22.9–27.2,100,1,70,301–400
36467,2,2020,,21.8–25.9,100,1,69.5,301–400
36467,2,2019,,21.5–26.0,100,1,64.6,301–400
36467,2,2023,,23.7–28.3,100,2,33.6,301–400
36467,2,2022,,27.7–30.4,100,2,33.7,251–300
36467,2,2021,,22.9–27.2,100,2,35.9,301–400
36467,2,2020,,21.8–25.9,100,2,35,301–400
36467,2,2019,,21.5–26.0,100,2,35.7,301–400
36467,2,2023,,23.7–28.3,100,3,87,301–400
36467,2,2022,,27.7–30.4,100,3,85.1,251–300
36467,2,2021,,22.9–27.2,100,3,81.4,301–400
36467,2,2020,,21.8–25.9,100,3,74.6,301–400
36467,2,2019,,21.5–26.0,100,3,67.4,301–400
36467,2,2023,,23.7–28.3,100,4,9,301–400
36467,2,2022,,27.7–30.4,100,4,6.8,251–300
36467,2,2021,,22.9–27.2,100,4,6.6,301–400
36467,2,2020,,21.8–25.9,100,4,7.9,301–400
36467,2,2019,,21.5–26.0,100,4,8.4,301–400
36467,2,2023,,23.7–28.3,100,5,14.4,301–400
36467,2,2022,,27.7–30.4,100,5,21.4,251–300
36467,2,2021,,22.9–27.2,100,5,16.3,301–400
36467,2,2020,,21.8–25.9,100,5,7.5,301–400
36467,2,2019,,21.5–26.0,100,5,9,301–400
36487,2,2023,,20.0–23.6,100,1,46.6,401–500
36487,2,2022,,18.6–22.8,100,1,44.5,401–500
36487,2,2021,,22.9–27.2,100,1,49.3,301–400
36487,2,2020,,21.8–25.9,100,1,49.9,301–400
36487,2,2019,,21.5–26.0,100,1,41.4,301–400
36487,2,2023,,20.0–23.6,100,2,33.6,401–500
36487,2,2022,,18.6–22.8,100,2,33.7,401–500
36487,2,2021,,22.9–27.2,100,2,35.3,301–400
36487,2,2020,,21.8–25.9,100,2,34.7,301–400
36487,2,2019,,21.5–26.0,100,2,35.5,301–400
36487,2,2023,,20.0–23.6,100,3,59.4,401–500
36487,2,2022,,18.6–22.8,100,3,59.4,401–500
36487,2,2021,,22.9–27.2,100,3,55.7,301–400
36487,2,2020,,21.8–25.9,100,3,59.1,301–400
36487,2,2019,,21.5–26.0,100,3,62.2,301–400
36487,2,2023,,20.0–23.6,100,4,13,401–500
36487,2,2022,,18.6–22.8,100,4,10.5,401–500
36487,2,2021,,22.9–27.2,100,4,11.6,301–400
36487,2,2020,,21.8–25.9,100,4,12.3,301–400
36487,2,2019,,21.5–26.0,100,4,14.5,301–400
36487,2,2023,,20.0–23.6,100,5,16.4,401–500
36487,2,2022,,18.6–22.8,100,5,16.4,401–500
36487,2,2021,,22.9–27.2,100,5,16.6,301–400
36487,2,2020,,21.8–25.9,100,5,13.6,301–400
36487,2,2019,,21.5–26.0,100,5,14.1,301–400
36496,2,2023,,16.1–19.9,100,1,34.5,501–600
36496,2,2022,,11.4–18.5,100,1,34.4,501+
36496,2,2021,,9.0–17.3,100,1,40.3,501+
36496,2,2020,,10.0–21.7,100,1,44.2,401+
36496,2,2019,,11.2–21.3,100,1,41,401+
36496,2,2023,,16.1–19.9,100,2,33.6,501–600
36496,2,2022,,11.4–18.5,100,2,33.6,501+
36496,2,2021,,9.0–17.3,100,2,35.3,501+
36496,2,2020,,10.0–21.7,100,2,35.1,401+
36496,2,2019,,11.2–21.3,100,2,37.7,401+
36496,2,2023,,16.1–19.9,100,3,50.1,501–600
36496,2,2022,,11.4–18.5,100,3,47.1,501+
36496,2,2021,,9.0–17.3,100,3,43,501+
36496,2,2020,,10.0–21.7,100,3,40.4,401+
36496,2,2019,,11.2–21.3,100,3,35.9,401+
36496,2,2023,,16.1–19.9,100,4,8.9,501–600
36496,2,2022,,11.4–18.5,100,4,8.7,501+
36496,2,2021,,9.0–17.3,100,4,7.7,501+
36496,2,2020,,10.0–21.7,100,4,7.2,401+
36496,2,2019,,11.2–21.3,100,4,11.2,401+
36496,2,2023,,16.1–19.9,100,5,11.5,501–600
36496,2,2022,,11.4–18.5,100,5,10.3,501+
36496,2,2021,,9.0–17.3,100,5,10.9,501+
36496,2,2020,,10.0–21.7,100,5,13.3,401+
36496,2,2019,,11.2–21.3,100,5,16.7,401+
36725,2,2023,,20.0–23.6,100,1,53.8,401–500
36725,2,2022,,11.4–18.5,100,1,48.6,501+
36725,2,2021,,9.0–17.3,100,1,47.9,501+
36725,2,2020,,10.0–21.7,100,1,50.3,401+
36725,2,2019,,11.2–21.3,100,1,54.7,401+
36725,2,2023,,20.0–23.6,100,2,34,401–500
36725,2,2022,,11.4–18.5,100,2,34.3,501+
36725,2,2021,,9.0–17.3,100,2,37.1,501+
36725,2,2020,,10.0–21.7,100,2,36.4,401+
36725,2,2019,,11.2–21.3,100,2,42.9,401+
36725,2,2023,,20.0–23.6,100,3,50.4,401–500
36725,2,2022,,11.4–18.5,100,3,46.6,501+
36725,2,2021,,9.0–17.3,100,3,45.8,501+
36725,2,2020,,10.0–21.7,100,3,45.8,401+
36725,2,2019,,11.2–21.3,100,3,38.9,401+
36725,2,2023,,20.0–23.6,100,4,7.9,401–500
36725,2,2022,,11.4–18.5,100,4,6.9,501+
36725,2,2021,,9.0–17.3,100,4,5.6,501+
36725,2,2020,,10.0–21.7,100,4,6.8,401+
36725,2,2019,,11.2–21.3,100,4,7.3,401+
36725,2,2023,,20.0–23.6,100,5,15.4,401–500
36725,2,2022,,11.4–18.5,100,5,10.3,501+
36725,2,2021,,9.0–17.3,100,5,9.8,501+
36725,2,2020,,10.0–21.7,100,5,8.9,401+
36725,2,2019,,11.2–21.3,100,5,7.1,401+
37144,2,2023,37,64.3,100,1,86,
37144,2,2022,28,70.5,100,1,87,
37144,2,2021,21,72.7,100,1,91.2,
37144,2,2020,28,67.7,100,1,75.8,
37144,2,2019,27,70.5,100,1,75.7,
37144,2,2023,37,64.3,100,2,33.6,
37144,2,2022,28,70.5,100,2,40.8,
37144,2,2021,21,72.7,100,2,35.3,
37144,2,2020,28,67.7,100,2,34.7,
37144,2,2019,27,70.5,100,2,35.3,
37144,2,2023,37,64.3,100,3,82.9,
37144,2,2022,28,70.5,100,3,82.3,
37144,2,2021,21,72.7,100,3,84.3,
37144,2,2020,28,67.7,100,3,86.8,
37144,2,2019,27,70.5,100,3,86,
37144,2,2023,37,64.3,100,4,63.1,
37144,2,2022,28,70.5,100,4,74.6,
37144,2,2021,21,72.7,100,4,73.5,
37144,2,2020,28,67.7,100,4,64.5,
37144,2,2019,27,70.5,100,4,71.5,
37144,2,2023,37,64.3,100,5,55.1,
37144,2,2022,28,70.5,100,5,59.3,
37144,2,2021,21,72.7,100,5,64.6,
37144,2,2020,28,67.7,100,5,65.9,
37144,2,2019,27,70.5,100,5,66.8,
38534,2,2023,42,62.1,100,1,82.8,
38534,2,2022,45,61.5,100,1,86.6,
38534,2,2021,55,57.7,100,1,87.9,
38534,2,2020,50,58.2,100,1,79.3,
38534,2,2019,44,61.5,100,1,81.4,
38534,2,2023,42,62.1,100,2,34,
38534,2,2022,45,61.5,100,2,34,
38534,2,2021,55,57.7,100,2,36,
38534,2,2020,50,58.2,100,2,35.5,
38534,2,2019,44,61.5,100,2,35.9,
38534,2,2023,42,62.1,100,3,71.7,
38534,2,2022,45,61.5,100,3,69.3,
38534,2,2021,55,57.7,100,3,69.8,
38534,2,2020,50,58.2,100,3,72.3,
38534,2,2019,44,61.5,100,3,69.5,
38534,2,2023,42,62.1,100,4,58.2,
38534,2,2022,45,61.5,100,4,58,
38534,2,2021,55,57.7,100,4,55.3,
38534,2,2020,50,58.2,100,4,56.2,
38534,2,2019,44,61.5,100,4,59.7,
38534,2,2023,42,62.1,100,5,57.7,
38534,2,2022,45,61.5,100,5,55.3,
38534,2,2021,55,57.7,100,5,46.9,
38534,2,2020,50,58.2,100,5,50.6,
38534,2,2019,44,61.5,100,5,55.5,
53138,2,2023,,23.7–28.3,100,1,51.4,301–400
53138,2,2022,,22.9–27.6,100,1,40.3,301–400
53138,2,2021,,22.9–27.2,100,1,48.4,301–400
53138,2,2020,,21.8–25.9,100,1,49.1,301–400
53138,2,2019,,21.5–26.0,100,1,46.3,301–400
53138,2,2023,,23.7–28.3,100,2,34.5,301–400
53138,2,2022,,22.9–27.6,100,2,34.9,301–400
53138,2,2021,,22.9–27.2,100,2,35.3,301–400
53138,2,2020,,21.8–25.9,100,2,34.8,301–400
53138,2,2019,,21.5–26.0,100,2,35.4,301–400
53138,2,2023,,23.7–28.3,100,3,68.1,301–400
53138,2,2022,,22.9–27.6,100,3,65.6,301–400
53138,2,2021,,22.9–27.2,100,3,65.9,301–400
53138,2,2020,,21.8–25.9,100,3,68,301–400
53138,2,2019,,21.5–26.0,100,3,67.1,301–400
53138,2,2023,,23.7–28.3,100,4,14.4,301–400
53138,2,2022,,22.9–27.6,100,4,13.4,301–400
53138,2,2021,,22.9–27.2,100,4,14.9,301–400
53138,2,2020,,21.8–25.9,100,4,13.3,301–400
53138,2,2019,,21.5–26.0,100,4,13.3,301–400
53138,2,2023,,23.7–28.3,100,5,15.4,301–400
53138,2,2022,,22.9–27.6,100,5,16.5,301–400
53138,2,2021,,22.9–27.2,100,5,15.7,301–400
53138,2,2020,,21.8–25.9,100,5,14.4,301–400
53138,2,2019,,21.5–26.0,100,5,14.3,301–400
53160,2,2023,,23.7–28.3,100,1,42.1,301–400
53160,2,2022,,22.9–27.6,100,1,35.4,301–400
53160,2,2021,,22.9–27.2,100,1,40.5,301–400
53160,2,2020,,21.8–25.9,100,1,43.3,301–400
53160,2,2019,,21.5–26.0,100,1,45.9,301–400
53160,2,2023,,23.7–28.3,100,2,34.7,301–400
53160,2,2022,,22.9–27.6,100,2,34.2,301–400
53160,2,2021,,22.9–27.2,100,2,35.3,301–400
