college_id,ranking_authority,ranking_year,overall_rank,overall_score,overall_total_score,parameter_id,parameter_score,rank_band
32658,2,2020,,34.4–36.8,100,5,30.6,151–175
32658,2,2019,,35.5–38.1,100,5,24.3,151–175
32663,2,2023,,23.7–28.3,100,1,55.7,301–400
32663,2,2022,,22.9–27.6,100,1,65.8,301–400
32663,2,2021,,22.9–27.2,100,1,68.2,301–400
32663,2,2020,,21.8–25.9,100,1,63.1,301–400
32663,2,2019,,21.5–26.0,100,1,69.7,301–400
32663,2,2023,,23.7–28.3,100,2,33.6,301–400
32663,2,2022,,22.9–27.6,100,2,33.6,301–400
32663,2,2021,,22.9–27.2,100,2,35.3,301–400
32663,2,2020,,21.8–25.9,100,2,34.9,301–400
32663,2,2019,,21.5–26.0,100,2,35.4,301–400
32663,2,2023,,23.7–28.3,100,3,36.7,301–400
32663,2,2022,,22.9–27.6,100,3,35.9,301–400
32663,2,2021,,22.9–27.2,100,3,36.5,301–400
32663,2,2020,,21.8–25.9,100,3,38,301–400
32663,2,2019,,21.5–26.0,100,3,35.8,301–400
32663,2,2023,,23.7–28.3,100,4,21.8,301–400
32663,2,2022,,22.9–27.6,100,4,16.2,301–400
32663,2,2021,,22.9–27.2,100,4,12,301–400
32663,2,2020,,21.8–25.9,100,4,9.7,301–400
32663,2,2019,,21.5–26.0,100,4,10.6,301–400
32663,2,2023,,23.7–28.3,100,5,20.4,301–400
32663,2,2022,,22.9–27.6,100,5,18.7,301–400
32663,2,2021,,22.9–27.2,100,5,15.6,301–400
32663,2,2020,,21.8–25.9,100,5,16.6,301–400
32663,2,2019,,21.5–26.0,100,5,16.9,301–400
32664,2,2023,76,52.4,100,1,81,
32664,2,2022,67,53.8,100,1,77.2,
32664,2,2021,67,54,100,1,68.5,
32664,2,2020,62,54.4,100,1,65.3,
32664,2,2019,62,55.7,100,1,82.6,
32664,2,2023,76,52.4,100,2,33.7,
32664,2,2022,67,53.8,100,2,33.8,
32664,2,2021,67,54,100,2,35.9,
32664,2,2020,62,54.4,100,2,36,
32664,2,2019,62,55.7,100,2,36.9,
32664,2,2023,76,52.4,100,3,80.3,
32664,2,2022,67,53.8,100,3,76.2,
32664,2,2021,67,54,100,3,75.2,
32664,2,2020,62,54.4,100,3,76.5,
32664,2,2019,62,55.7,100,3,75.7,
32664,2,2023,76,52.4,100,4,41.4,
32664,2,2022,67,53.8,100,4,44.6,
32664,2,2021,67,54,100,4,47.6,
32664,2,2020,62,54.4,100,4,47.5,
32664,2,2019,62,55.7,100,4,47.6,
32664,2,2023,76,52.4,100,5,47.7,
32664,2,2022,67,53.8,100,5,50.6,
32664,2,2021,67,54,100,5,51.7,
32664,2,2020,62,54.4,100,5,53.8,
32664,2,2019,62,55.7,100,5,50.1,
32665,2,2023,6,84.5,100,1,78.7,
32665,2,2022,5,85.9,100,1,81.7,
32665,2,2021,5,85.5,100,1,82,
32665,2,2020,6,84,100,1,73.2,
32665,2,2019,6,84.7,100,1,79.2,
32665,2,2023,6,84.5,100,2,34.8,
32665,2,2022,5,85.9,100,2,35.8,
32665,2,2021,5,85.5,100,2,39.5,
32665,2,2020,6,84,100,2,39.5,
32665,2,2019,6,84.7,100,2,40.2,
32665,2,2023,6,84.5,100,3,95.8,
32665,2,2022,5,85.9,100,3,94.5,
32665,2,2021,5,85.5,100,3,94.2,
32665,2,2020,6,84,100,3,94.2,
32665,2,2019,6,84.7,100,3,92.2,
32665,2,2023,6,84.5,100,4,89.5,
32665,2,2022,5,85.9,100,4,90.9,
32665,2,2021,5,85.5,100,4,90.5,
32665,2,2020,6,84,100,4,90,
32665,2,2019,6,84.7,100,4,90.4,
32665,2,2023,6,84.5,100,5,82.9,
32665,2,2022,5,85.9,100,5,84.1,
32665,2,2021,5,85.5,100,5,83.1,
32665,2,2020,6,84,100,5,83.1,
32665,2,2019,6,84.7,100,5,82.5,
32666,2,2023,,31.9–35.2,100,1,54.2,201–250
32666,2,2022,,36.3–38.5,100,1,50.2,151–175
32666,2,2021,,38.5–41.5,100,1,53.4,126–150
32666,2,2020,,34.4–36.8,100,1,58.7,151–175
32666,2,2019,,41.1–44.4,100,1,67.3,101–125
32666,2,2023,,31.9–35.2,100,2,33.9,201–250
32666,2,2022,,36.3–38.5,100,2,34.4,151–175
32666,2,2021,,38.5–41.5,100,2,36.8,126–150
32666,2,2020,,34.4–36.8,100,2,35.8,151–175
32666,2,2019,,41.1–44.4,100,2,35.9,101–125
32666,2,2023,,31.9–35.2,100,3,83.3,201–250
32666,2,2022,,36.3–38.5,100,3,85.4,151–175
32666,2,2021,,38.5–41.5,100,3,86.3,126–150
32666,2,2020,,34.4–36.8,100,3,91.2,151–175
32666,2,2019,,41.1–44.4,100,3,93.5,101–125
32666,2,2023,,31.9–35.2,100,4,20.8,201–250
32666,2,2022,,36.3–38.5,100,4,29.3,151–175
32666,2,2021,,38.5–41.5,100,4,27.3,126–150
32666,2,2020,,34.4–36.8,100,4,19.5,151–175
32666,2,2019,,41.1–44.4,100,4,26.8,101–125
32666,2,2023,,31.9–35.2,100,5,25.3,201–250
32666,2,2022,,36.3–38.5,100,5,31.1,151–175
32666,2,2021,,38.5–41.5,100,5,36.9,126–150
32666,2,2020,,34.4–36.8,100,5,34.4,151–175
32666,2,2019,,41.1–44.4,100,5,34.8,101–125
32667,2,2023,90,48.7,100,1,60.1,
32667,2,2022,67,53.8,100,1,68.4,
32667,2,2021,70,53.4,100,1,65.6,
32667,2,2020,65,54,100,1,58.7,
32667,2,2019,70,53.5,100,1,59.7,
32667,2,2023,90,48.7,100,2,33.7,
32667,2,2022,67,53.8,100,2,33.7,
32667,2,2021,70,53.4,100,2,35.6,
32667,2,2020,65,54,100,2,34.8,
32667,2,2019,70,53.5,100,2,35.5,
32667,2,2023,90,48.7,100,3,63.4,
32667,2,2022,67,53.8,100,3,58.8,
32667,2,2021,70,53.4,100,3,54.2,
32667,2,2020,65,54,100,3,53.8,
32667,2,2019,70,53.5,100,3,58.6,
32667,2,2023,90,48.7,100,4,47.2,
32667,2,2022,67,53.8,100,4,50.9,
32667,2,2021,70,53.4,100,4,49.8,
32667,2,2020,65,54,100,4,52,
32667,2,2019,70,53.5,100,4,51.4,
32667,2,2023,90,48.7,100,5,43.7,
32667,2,2022,67,53.8,100,5,51.2,
32667,2,2021,70,53.4,100,5,53.2,
32667,2,2020,65,54,100,5,55.5,
32667,2,2019,70,53.5,100,5,53.3,
32668,2,2023,,20.0–23.6,100,1,43.6,401–500
32668,2,2022,,18.6–22.8,100,1,44.6,401–500
32668,2,2021,,17.4–22.8,100,1,54.5,401–500
32668,2,2020,,10.0–21.7,100,1,44.2,401+
32668,2,2019,,21.5–26.0,100,1,54.6,301–400
32668,2,2023,,20.0–23.6,100,2,34.2,401–500
32668,2,2022,,18.6–22.8,100,2,35.2,401–500
32668,2,2021,,17.4–22.8,100,2,38.6,401–500
32668,2,2020,,10.0–21.7,100,2,41,401+
32668,2,2019,,21.5–26.0,100,2,41.3,301–400
32668,2,2023,,20.0–23.6,100,3,56.3,401–500
32668,2,2022,,18.6–22.8,100,3,56.1,401–500
32668,2,2021,,17.4–22.8,100,3,54.3,401–500
32668,2,2020,,10.0–21.7,100,3,61.7,401+
32668,2,2019,,21.5–26.0,100,3,64.2,301–400
32668,2,2023,,20.0–23.6,100,4,8.9,401–500
32668,2,2022,,18.6–22.8,100,4,10.5,401–500
32668,2,2021,,17.4–22.8,100,4,11.5,401–500
32668,2,2020,,10.0–21.7,100,4,10.6,401+
32668,2,2019,,21.5–26.0,100,4,12.3,301–400
32668,2,2023,,20.0–23.6,100,5,19.5,401–500
32668,2,2022,,18.6–22.8,100,5,14.5,401–500
32668,2,2021,,17.4–22.8,100,5,12.9,401–500
32668,2,2020,,10.0–21.7,100,5,13,401+
32668,2,2019,,21.5–26.0,100,5,12.4,301–400
32669,2,2023,,20.0–23.6,100,1,56.3,401–500
32669,2,2022,,18.6–22.8,100,1,56,401–500
32669,2,2021,,22.9–27.2,100,1,61.5,301–400
32669,2,2023,,28.4–31.8,100,1,65.4,251–300
32669,2,2022,,30.6–34.0,100,1,75.1,201–250
32669,2,2021,,30.5–33.3,100,1,65.6,201–250
32669,2,2020,,29.0–32.2,100,1,57.4,201–250
32669,2,2019,,29.0–32.7,100,1,56.2,201–250
32669,2,2023,,20.0–23.6,100,2,34.8,401–500
32669,2,2022,,18.6–22.8,100,2,33.6,401–500
32669,2,2021,,22.9–27.2,100,2,35.3,301–400
32669,2,2023,,28.4–31.8,100,2,33.6,251–300
32669,2,2022,,30.6–34.0,100,2,33.6,201–250
32669,2,2021,,30.5–33.3,100,2,35.2,201–250
32669,2,2020,,29.0–32.2,100,2,35.4,201–250
32669,2,2019,,29.0–32.7,100,2,35.3,201–250
32669,2,2023,,20.0–23.6,100,3,83.8,401–500
32669,2,2022,,18.6–22.8,100,3,77.8,401–500
32669,2,2021,,22.9–27.2,100,3,74.5,301–400
32669,2,2023,,28.4–31.8,100,3,59,251–300
32669,2,2022,,30.6–34.0,100,3,52.2,201–250
32669,2,2021,,30.5–33.3,100,3,57.8,201–250
32669,2,2020,,29.0–32.2,100,3,57.5,201–250
32669,2,2019,,29.0–32.7,100,3,58.5,201–250
32669,2,2023,,20.0–23.6,100,4,7.2,401–500
32669,2,2022,,18.6–22.8,100,4,7.6,401–500
32669,2,2021,,22.9–27.2,100,4,10.4,301–400
32669,2,2023,,28.4–31.8,100,4,18.8,251–300
32669,2,2022,,30.6–34.0,100,4,21.4,201–250
32669,2,2021,,30.5–33.3,100,4,23.1,201–250
32669,2,2020,,29.0–32.2,100,4,21.7,201–250
32669,2,2019,,29.0–32.7,100,4,25.6,201–250
32669,2,2023,,20.0–23.6,100,5,14,401–500
32669,2,2022,,18.6–22.8,100,5,10.4,401–500
32669,2,2021,,22.9–27.2,100,5,14,301–400
32669,2,2023,,28.4–31.8,100,5,23.4,251–300
32669,2,2022,,30.6–34.0,100,5,20.5,201–250
32669,2,2021,,30.5–33.3,100,5,22.4,201–250
32669,2,2020,,29.0–32.2,100,5,22.3,201–250
32669,2,2019,,29.0–32.7,100,5,24.1,201–250
32670,2,2023,67,53.6,100,1,72.8,
32670,2,2022,80,51.5,100,1,64.6,
32670,2,2021,79,51.2,100,1,61.2,
32670,2,2020,86,47.1,100,1,56.5,
32670,2,2019,69,53.6,100,1,79,
32670,2,2023,67,53.6,100,2,33.8,
32670,2,2022,80,51.5,100,2,33.8,
32670,2,2021,79,51.2,100,2,35.5,
32670,2,2020,86,47.1,100,2,34.8,
32670,2,2019,69,53.6,100,2,35.7,
32670,2,2023,67,53.6,100,3,69.5,
32670,2,2022,80,51.5,100,3,65.5,
32670,2,2021,79,51.2,100,3,65.6,
32670,2,2020,86,47.1,100,3,67.4,
32670,2,2019,69,53.6,100,3,66.5,
32670,2,2023,67,53.6,100,4,52.2,
32670,2,2022,80,51.5,100,4,48.1,
32670,2,2021,79,51.2,100,4,49.3,
32670,2,2020,86,47.1,100,4,45.2,
32670,2,2019,69,53.6,100,4,48.5,
32670,2,2023,67,53.6,100,5,45.4,
32670,2,2022,80,51.5,100,5,47.9,
32670,2,2021,79,51.2,100,5,47.4,
32670,2,2020,86,47.1,100,5,41.9,
32670,2,2019,69,53.6,100,5,47.2,
32671,2,2023,,31.9–35.2,100,1,55.3,201–250
32671,2,2022,,30.6–34.0,100,1,54.9,201–250
32671,2,2021,,30.5–33.3,100,1,55.5,201–250
32671,2,2020,,26.0–28.9,100,1,55.6,251–300
32671,2,2019,,26.4–28.9,100,1,60.5,251–300
32671,2,2023,,31.9–35.2,100,2,33.6,201–250
32671,2,2022,,30.6–34.0,100,2,34.2,201–250
32671,2,2021,,30.5–33.3,100,2,35.3,201–250
32671,2,2020,,26.0–28.9,100,2,34.8,251–300
32671,2,2019,,26.4–28.9,100,2,35.3,251–300
32671,2,2023,,31.9–35.2,100,3,69.1,201–250
32671,2,2022,,30.6–34.0,100,3,67.3,201–250
32671,2,2021,,30.5–33.3,100,3,63.6,201–250
32671,2,2020,,26.0–28.9,100,3,66.8,251–300
32671,2,2019,,26.4–28.9,100,3,66.3,251–300
32671,2,2023,,31.9–35.2,100,4,19.7,201–250
32671,2,2022,,30.6–34.0,100,4,20.9,201–250
32671,2,2021,,30.5–33.3,100,4,22,201–250
32671,2,2020,,26.0–28.9,100,4,17.8,251–300
32671,2,2019,,26.4–28.9,100,4,12.7,251–300
32671,2,2023,,31.9–35.2,100,5,29.7,201–250
32671,2,2022,,30.6–34.0,100,5,26.4,201–250
32671,2,2021,,30.5–33.3,100,5,26.3,201–250
32671,2,2020,,26.0–28.9,100,5,17.5,251–300
32671,2,2019,,26.4–28.9,100,5,20.4,251–300
32672,2,2023,,37.6–39.8,100,1,71,151–175
32672,2,2022,,34.1–36.2,100,1,62.5,176–200
32672,2,2021,,36.0–38.3,100,1,67.1,151–175
32672,2,2020,,36.9–40.3,100,1,66.7,126–150
32672,2,2019,,38.2–41.0,100,1,68.6,126–150
32672,2,2023,,37.6–39.8,100,2,73.1,151–175
32672,2,2022,,34.1–36.2,100,2,79.5,176–200
32672,2,2021,,36.0–38.3,100,2,79.3,151–175
32672,2,2020,,36.9–40.3,100,2,74,126–150
32672,2,2019,,38.2–41.0,100,2,61.5,126–150
32672,2,2023,,37.6–39.8,100,3,58.2,151–175
32672,2,2022,,34.1–36.2,100,3,52,176–200
32672,2,2021,,36.0–38.3,100,3,50.5,151–175
32672,2,2020,,36.9–40.3,100,3,58.9,126–150
32672,2,2019,,38.2–41.0,100,3,63.8,126–150
32672,2,2023,,37.6–39.8,100,4,26.6,151–175
32672,2,2022,,34.1–36.2,100,4,25.8,176–200
32672,2,2021,,36.0–38.3,100,4,27.4,151–175
32672,2,2020,,36.9–40.3,100,4,33.2,126–150
32672,2,2019,,38.2–41.0,100,4,35.8,126–150
32672,2,2023,,37.6–39.8,100,5,28.8,151–175
32672,2,2022,,34.1–36.2,100,5,27.1,176–200
32672,2,2021,,36.0–38.3,100,5,32.2,151–175
32672,2,2020,,36.9–40.3,100,5,27.4,126–150
32672,2,2019,,38.2–41.0,100,5,28.2,126–150
32674,2,2023,,43.6–46.7,100,1,68.7,101–125
32674,2,2022,87,49.5,100,1,70,
32674,2,2021,,41.6–46.7,100,1,68,101–125
32674,2,2020,,40.4–45.1,100,1,63.6,101–125
32674,2,2019,90,47.4,100,1,71.4,
32674,2,2023,,43.6–46.7,100,2,35.6,101–125
32674,2,2022,87,49.5,100,2,35.4,
32674,2,2021,,41.6–46.7,100,2,37,101–125
32674,2,2020,,40.4–45.1,100,2,37.1,101–125
32674,2,2019,90,47.4,100,2,37.3,
32674,2,2023,,43.6–46.7,100,3,62.2,101–125
32674,2,2022,87,49.5,100,3,68.5,
32674,2,2021,,41.6–46.7,100,3,68.7,101–125
32674,2,2020,,40.4–45.1,100,3,68.1,101–125
32674,2,2019,90,47.4,100,3,65.4,
32674,2,2023,,43.6–46.7,100,4,33,101–125
32674,2,2022,87,49.5,100,4,40.1,
32674,2,2021,,41.6–46.7,100,4,32.2,101–125
32674,2,2020,,40.4–45.1,100,4,38.2,101–125
32674,2,2019,90,47.4,100,4,41.1,
32674,2,2023,,43.6–46.7,100,5,41,101–125
32674,2,2022,87,49.5,100,5,47.7,
32674,2,2021,,41.6–46.7,100,5,36.3,101–125
32674,2,2020,,40.4–45.1,100,5,38.3,101–125
32674,2,2019,90,47.4,100,5,41.1,
32676,2,2023,,23.7–28.3,100,1,72.6,301–400
32676,2,2022,,27.7–30.4,100,1,66.8,251–300
32676,2,2021,,27.3–30.4,100,1,66.7,251–300
32676,2,2020,,21.8–25.9,100,1,51.5,301–400
32676,2,2019,,21.5–26.0,100,1,55.3,301–400
32676,2,2023,,23.7–28.3,100,2,38.5,301–400
32676,2,2022,,27.7–30.4,100,2,37.5,251–300
32676,2,2021,,27.3–30.4,100,2,36.7,251–300
32676,2,2020,,21.8–25.9,100,2,37.6,301–400
32676,2,2019,,21.5–26.0,100,2,35.7,301–400
32676,2,2023,,23.7–28.3,100,3,68.3,301–400
32676,2,2022,,27.7–30.4,100,3,76.2,251–300
32676,2,2021,,27.3–30.4,100,3,76.1,251–300
32676,2,2020,,21.8–25.9,100,3,77.8,301–400
32676,2,2019,,21.5–26.0,100,3,76.2,301–400
32676,2,2023,,23.7–28.3,100,4,14.4,301–400
32676,2,2022,,27.7–30.4,100,4,14.4,251–300
32676,2,2021,,27.3–30.4,100,4,14.8,251–300
32676,2,2020,,21.8–25.9,100,4,14.8,301–400
32676,2,2019,,21.5–26.0,100,4,14.2,301–400
32676,2,2023,,23.7–28.3,100,5,14.6,301–400
32676,2,2022,,27.7–30.4,100,5,18.6,251–300
32676,2,2021,,27.3–30.4,100,5,16.5,251–300
32676,2,2020,,21.8–25.9,100,5,14.9,301–400
32676,2,2019,,21.5–26.0,100,5,9.8,301–400
32677,2,2023,,23.7–28.3,100,1,58.1,301–400
32677,2,2022,,22.9–27.6,100,1,60.9,301–400
32677,2,2021,,30.5–33.3,100,1,84.7,201–250
32677,2,2020,,29.0–32.2,100,1,77.6,201–250
32677,2,2019,,29.0–32.7,100,1,84.5,201–250
32677,2,2023,,23.7–28.3,100,2,33.6,301–400
32677,2,2022,,22.9–27.6,100,2,33.6,301–400
32677,2,2021,,30.5–33.3,100,2,35.3,201–250
32677,2,2020,,29.0–32.2,100,2,34.7,201–250
32677,2,2019,,29.0–32.7,100,2,35.3,201–250
32677,2,2023,,23.7–28.3,100,3,74.5,301–400
32677,2,2022,,22.9–27.6,100,3,68.9,301–400
32677,2,2021,,30.5–33.3,100,3,68.6,201–250
32677,2,2020,,29.0–32.2,100,3,70.1,201–250
32677,2,2019,,29.0–32.7,100,3,72.3,201–250
32677,2,2023,,23.7–28.3,100,4,15.8,301–400
32677,2,2022,,22.9–27.6,100,4,14,301–400
32677,2,2021,,30.5–33.3,100,4,15.9,201–250
32677,2,2020,,29.0–32.2,100,4,17.6,201–250
32677,2,2019,,29.0–32.7,100,4,17.8,201–250
32677,2,2023,,23.7–28.3,100,5,19.1,301–400
32677,2,2022,,22.9–27.6,100,5,13.2,301–400
32677,2,2021,,30.5–33.3,100,5,15.5,201–250
32677,2,2020,,29.0–32.2,100,5,17.6,201–250
32677,2,2019,,29.0–32.7,100,5,15.5,201–250
32687,2,2023,23,70.6,100,1,60.1,
32687,2,2022,30,69.2,100,1,58.9,
32687,2,2021,26,71.5,100,1,61.4,
32687,2,2020,24,70.3,100,1,58.8,
32687,2,2019,26,70.6,100,1,54.1,
32687,2,2023,23,70.6,100,2,33.6,
32687,2,2022,30,69.2,100,2,33.6,
32687,2,2021,26,71.5,100,2,35.3,
32687,2,2020,24,70.3,100,2,34.7,
32687,2,2019,26,70.6,100,2,35.4,
32687,2,2023,23,70.6,100,3,75.5,
32687,2,2022,30,69.2,100,3,73.2,
32687,2,2021,26,71.5,100,3,71.9,
32687,2,2020,24,70.3,100,3,73.2,
32687,2,2019,26,70.6,100,3,74,
32687,2,2023,23,70.6,100,4,74.6,
32687,2,2022,30,69.2,100,4,72.7,
32687,2,2021,26,71.5,100,4,76.2,
32687,2,2020,24,70.3,100,4,74.1,
32687,2,2019,26,70.6,100,4,77.8,
32687,2,2023,23,70.6,100,5,72.1,
32687,2,2022,30,69.2,100,5,71.4,
32687,2,2021,26,71.5,100,5,73.2,
32687,2,2020,24,70.3,100,5,73,
32687,2,2019,26,70.6,100,5,71.8,
32688,2,2023,,43.6–46.7,100,1,61.2,101–125
32688,2,2022,90,48.6,100,1,69.7,
32688,2,2021,81,50.8,100,1,70.3,
32688,2,2020,74,50.1,100,1,65,
32688,2,2019,,41.1–44.4,100,1,68.7,101–125
32688,2,2023,,43.6–46.7,100,2,34.3,101–125
32688,2,2022,90,48.6,100,2,33.8,
32688,2,2021,81,50.8,100,2,35.3,
32688,2,2020,74,50.1,100,2,34.7,
32688,2,2019,,41.1–44.4,100,2,35.3,101–125
32688,2,2023,,43.6–46.7,100,3,68.2,101–125
32688,2,2022,90,48.6,100,3,66.7,
32688,2,2021,81,50.8,100,3,61.7,
32688,2,2020,74,50.1,100,3,61.6,
32688,2,2019,,41.1–44.4,100,3,55.8,101–125
32688,2,2023,,43.6–46.7,100,4,43.3,101–125
32688,2,2022,90,48.6,100,4,43.8,
32688,2,2021,81,50.8,100,4,46.7,
32688,2,2020,74,50.1,100,4,47.4,
32688,2,2019,,41.1–44.4,100,4,40.5,101–125
32688,2,2023,,43.6–46.7,100,5,40,101–125
32688,2,2022,90,48.6,100,5,42.4,
32688,2,2021,81,50.8,100,5,45.9,
32688,2,2020,74,50.1,100,5,45.5,
32688,2,2019,,41.1–44.4,100,5,32.2,101–125
32732,2,2023,,35.3–37.4,100,1,79.4,176–200
32732,2,2022,,30.6–34.0,100,1,76.7,201–250
32732,2,2021,,33.6–35.9,100,1,92.2,176–200
32732,2,2020,,26.0–28.9,100,1,65.1,251–300
32732,2,2019,,26.4–28.9,100,1,66.6,251–300
32732,2,2023,,35.3–37.4,100,2,39.1,176–200
32732,2,2022,,30.6–34.0,100,2,37.3,201–250
32732,2,2021,,33.6–35.9,100,2,38.1,176–200
32732,2,2020,,26.0–28.9,100,2,38.1,251–300
32732,2,2019,,26.4–28.9,100,2,89.3,251–300
32732,2,2023,,35.3–37.4,100,3,72.6,176–200
32732,2,2022,,30.6–34.0,100,3,64.9,201–250
32732,2,2021,,33.6–35.9,100,3,74.6,176–200
32732,2,2020,,26.0–28.9,100,3,64.2,251–300
32732,2,2019,,26.4–28.9,100,3,75.7,251–300
32732,2,2023,,35.3–37.4,100,4,23.9,176–200
32732,2,2022,,30.6–34.0,100,4,19.8,201–250
32732,2,2021,,33.6–35.9,100,4,20.1,176–200
32732,2,2020,,26.0–28.9,100,4,17.5,251–300
32732,2,2019,,26.4–28.9,100,4,17.2,251–300
32732,2,2023,,35.3–37.4,100,5,23.1,176–200
32732,2,2022,,30.6–34.0,100,5,16.9,201–250
32732,2,2021,,33.6–35.9,100,5,18.6,176–200
32732,2,2020,,26.0–28.9,100,5,17.1,251–300
32732,2,2019,,26.4–28.9,100,5,10.4,251–300
32733,2,2023,,43.6–46.7,100,1,47.8,101–125
32733,2,2022,,42.4–46.6,100,1,43.7,101–125
32733,2,2021,,41.6–46.7,100,1,45.3,101–125
32733,2,2020,,40.4–45.1,100,1,46.8,101–125
32733,2,2019,96,46.2,100,1,51.9,
32733,2,2023,,43.6–46.7,100,2,33.6,101–125
32733,2,2022,,42.4–46.6,100,2,33.6,101–125
32733,2,2021,,41.6–46.7,100,2,35.3,101–125
32733,2,2020,,40.4–45.1,100,2,34.7,101–125
32733,2,2019,96,46.2,100,2,35.3,
32733,2,2023,,43.6–46.7,100,3,82.7,101–125
32733,2,2022,,42.4–46.6,100,3,80,101–125
32733,2,2021,,41.6–46.7,100,3,81.1,101–125
32733,2,2020,,40.4–45.1,100,3,82.5,101–125
32733,2,2019,96,46.2,100,3,82.1,
