college_id,ranking_authority,ranking_year,overall_rank,overall_score,overall_total_score,parameter_id,parameter_score,rank_band
32687,2,2019,33,69.4,100,4,66.1,
32687,2,2023,44,66.2,100,5,63.4,
32687,2,2022,70,59.9,100,5,49.9,
32687,2,2021,54,64,100,5,56,
32687,2,2020,38,67.7,100,5,64.4,
32687,2,2019,33,69.4,100,5,67.1,
32688,2,2023,,39.8–42.1,100,1,71.1,201–250
32688,2,2022,,43.5–45.3,100,1,71,151–175
32688,2,2021,,44.0–45.8,100,1,66.9,151–175
32688,2,2020,,40.6–42.9,100,1,72.2,176–200
32688,2,2019,,36.3–39.9,100,1,61,201–250
32688,2,2023,,39.8–42.1,100,2,34.2,201–250
32688,2,2022,,43.5–45.3,100,2,34.5,151–175
32688,2,2021,,44.0–45.8,100,2,33.7,151–175
32688,2,2020,,40.6–42.9,100,2,35.6,176–200
32688,2,2019,,36.3–39.9,100,2,37.3,201–250
32688,2,2023,,39.8–42.1,100,3,75.6,201–250
32688,2,2022,,43.5–45.3,100,3,73.2,151–175
32688,2,2021,,44.0–45.8,100,3,70.5,151–175
32688,2,2020,,40.6–42.9,100,3,70.9,176–200
32688,2,2019,,36.3–39.9,100,3,66.8,201–250
32688,2,2023,,39.8–42.1,100,4,28.5,201–250
32688,2,2022,,43.5–45.3,100,4,33.9,151–175
32688,2,2021,,44.0–45.8,100,4,37.2,151–175
32688,2,2020,,40.6–42.9,100,4,33.3,176–200
32688,2,2019,,36.3–39.9,100,4,29.6,201–250
32688,2,2023,,39.8–42.1,100,5,25,201–250
32688,2,2022,,43.5–45.3,100,5,26.6,151–175
32688,2,2021,,44.0–45.8,100,5,28.5,151–175
