college_id,ranking_authority,ranking_year,overall_rank,overall_score,overall_total_score,parameter_id,parameter_score,rank_band,Country
36455,2,2023,,45.0–46.9,100,1,79.4,351–400,
36455,2,2023,,45.0–46.9,100,2,37.3,351–400,
36455,2,2023,,45.0–46.9,100,3,86.1,351–400,
36455,2,2023,,45.0–46.9,100,4,25.9,351–400,
36455,2,2023,,45.0–46.9,100,5,22.9,351–400,
36455,3,2023,,,100,1,41.2,501-510,
36455,3,2023,,,100,2,23.2,501-510,
36455,3,2023,,,100,3,77.8,501-510,
36455,3,2023,,,100,4,59.5,501-510,
36455,3,2023,,,100,5,10.8,501-510,
36455,2,2022,,46.1–48.0,100,1,80.9,301–350,
36455,2,2022,,46.1–48.0,100,2,35.5,301–350,
36455,2,2022,,46.1–48.0,100,3,84.7,301–350,
36455,2,2022,,46.1–48.0,100,4,25.8,301–350,
36455,2,2022,,46.1–48.0,100,5,23.9,301–350,
32676,2,2023,,42.1–44.9,100,1,56.1,401–500,
32676,2,2023,,42.1–44.9,100,2,47.8,401–500,
32676,2,2023,,42.1–44.9,100,3,89.7,401–500,
32676,2,2023,,42.1–44.9,100,4,33.9,401–500,
32676,2,2023,,42.1–44.9,100,5,32,401–500,
32676,3,2023,325,33.1,100,1,33.4,,
32676,3,2023,325,33.1,100,2,25.5,,
32676,3,2023,325,33.1,100,3,65.8,,
32676,3,2023,325,33.1,100,4,80,,
32676,3,2023,325,33.1,100,5,25.9,,
32676,2,2022,,40.9–44.0,100,1,54.2,401–500,
32676,2,2022,,40.9–44.0,100,2,49.5,401–500,
32676,2,2022,,40.9–44.0,100,3,88.2,401–500,
32676,2,2022,,40.9–44.0,100,4,32.1,401–500,
32676,2,2022,,40.9–44.0,100,5,30.4,401–500,
40219,2,2023,,24.4–29.7,100,1,35.3,1001–1200,
40219,2,2023,,24.4–29.7,100,2,37.1,1001–1200,
40219,2,2023,,24.4–29.7,100,3,69.6,1001–1200,
40219,2,2023,,24.4–29.7,100,4,9.6,1001–1200,
40219,2,2023,,24.4–29.7,100,5,16.9,1001–1200,
32677,2,2023,,51.2–54.3,100,1,79.5,201–250,
32677,2,2023,,51.2–54.3,100,2,45.8,201–250,
32677,2,2023,,51.2–54.3,100,3,94.8,201–250,
32677,2,2023,,51.2–54.3,100,4,33.9,201–250,
32677,2,2023,,51.2–54.3,100,5,31.3,201–250,
32677,3,2023,305,34.7,100,1,49.6,,
32677,3,2023,305,34.7,100,2,21,,
32677,3,2023,305,34.7,100,3,89.7,,
32677,3,2023,305,34.7,100,4,82.1,,
32677,3,2023,305,34.7,100,5,20.4,,
32677,2,2022,,50.4–53.9,100,1,75,201–250,
32677,2,2022,,50.4–53.9,100,2,43,201–250,
32677,2,2022,,50.4–53.9,100,3,94.6,201–250,
32677,2,2022,,50.4–53.9,100,4,34.7,201–250,
32677,2,2022,,50.4–53.9,100,5,31.5,201–250,
53285,2,2023,,51.2–54.3,100,1,89,201–250,
53285,2,2023,,51.2–54.3,100,2,39,201–250,
53285,2,2023,,51.2–54.3,100,3,93.1,201–250,
53285,2,2023,,51.2–54.3,100,4,34.2,201–250,
53285,2,2023,,51.2–54.3,100,5,28,201–250,
53285,3,2023,240,39.2,100,1,80.5,,
53285,3,2023,240,39.2,100,2,38,,
53285,3,2023,240,39.2,100,3,92.5,,
53285,3,2023,240,39.2,100,4,85.9,,
53285,3,2023,240,39.2,100,5,23.9,,
53285,2,2022,151,57.4,100,1,95.1,,
53285,2,2022,151,57.4,100,2,36.2,,
53285,2,2022,151,57.4,100,3,93.8,,
53285,2,2022,151,57.4,100,4,37.5,,
53285,2,2022,151,57.4,100,5,32.2,,
53317,2,2023,,42.1–44.9,100,1,92.9,401–500,
53317,2,2023,,42.1–44.9,100,2,37.6,401–500,
53317,2,2023,,42.1–44.9,100,3,72.9,401–500,
53317,2,2023,,42.1–44.9,100,4,14.6,401–500,
53317,2,2023,,42.1–44.9,100,5,18.3,401–500,
53317,3,2023,,,100,1,10.7,801-1000,
53317,3,2023,,,100,2,3.5,801-1000,
53317,3,2023,,,100,3,66.2,801-1000,
53317,3,2023,,,100,4,64.8,801-1000,
53317,3,2023,,,100,5,9.2,801-1000,
53317,2,2022,,40.9–44.0,100,1,87.3,401–500,
53317,2,2022,,40.9–44.0,100,2,35.2,401–500,
53317,2,2022,,40.9–44.0,100,3,70,401–500,
53317,2,2022,,40.9–44.0,100,4,14.2,401–500,
53317,2,2022,,40.9–44.0,100,5,16.9,401–500,
35316,2,2023,104,62.9,100,1,88.1,,
35316,2,2023,104,62.9,100,2,42.7,,
35316,2,2023,104,62.9,100,3,94.9,,
35316,2,2023,104,62.9,100,4,49.6,,
35316,2,2023,104,62.9,100,5,44.8,,
35316,3,2023,64,69.1,100,1,63.1,,
35316,3,2023,64,69.1,100,2,62,,
35316,3,2023,64,69.1,100,3,99.2,,
35316,3,2023,64,69.1,100,4,93.6,,
35316,3,2023,64,69.1,100,5,71.8,,
35316,2,2022,78,65.4,100,1,90.7,,
35316,2,2022,78,65.4,100,2,44.8,,
35316,2,2022,78,65.4,100,3,94.5,,
35316,2,2022,78,65.4,100,4,53,,
35316,2,2022,78,65.4,100,5,46.9,,
53318,2,2023,,24.4–29.7,100,1,35.9,1001–1200,
53318,2,2023,,24.4–29.7,100,2,37.3,1001–1200,
53318,2,2023,,24.4–29.7,100,3,82.9,1001–1200,
53318,2,2023,,24.4–29.7,100,4,18.4,1001–1200,
53318,2,2023,,24.4–29.7,100,5,18.6,1001–1200,
53318,3,2023,,,100,1,7.2,701-750,
53318,3,2023,,,100,2,29.8,701-750,
53318,3,2023,,,100,3,99.9,701-750,
53318,3,2023,,,100,4,41.1,701-750,
53318,3,2023,,,100,5,11.7,701-750,
53318,2,2022,,27.2–31.9,100,1,38,801–1000,
53318,2,2022,,27.2–31.9,100,2,35.4,801–1000,
53318,2,2022,,27.2–31.9,100,3,83.1,801–1000,
53318,2,2022,,27.2–31.9,100,4,17.9,801–1000,
53318,2,2022,,27.2–31.9,100,5,17.9,801–1000,
53233,2,2023,,29.8–33.9,100,1,61.1,801–1000,
53233,2,2023,,29.8–33.9,100,2,37,801–1000,
53233,2,2023,,29.8–33.9,100,3,52.8,801–1000,
53233,2,2023,,29.8–33.9,100,4,15.7,801–1000,
53233,2,2023,,29.8–33.9,100,5,16.7,801–1000,
53319,2,2023,,34.0–39.2,100,1,68.8,601–800,
53319,2,2023,,34.0–39.2,100,2,37.3,601–800,
53319,2,2023,,34.0–39.2,100,3,72,601–800,
53319,2,2023,,34.0–39.2,100,4,14.3,601–800,
53319,2,2023,,34.0–39.2,100,5,18.2,601–800,
53319,3,2023,,,100,1,7.9,1001-1200,
53319,3,2023,,,100,2,3.4,1001-1200,
53319,3,2023,,,100,3,71.9,1001-1200,
53319,3,2023,,,100,4,41.1,1001-1200,
53319,3,2023,,,100,5,2.9,1001-1200,
53319,2,2022,,22.4–27.1,100,1,36.7,1001–1200,
53319,2,2022,,22.4–27.1,100,2,35,1001–1200,
53319,2,2022,,22.4–27.1,100,3,67.9,1001–1200,
53319,2,2022,,22.4–27.1,100,4,13.5,1001–1200,
53319,2,2022,,22.4–27.1,100,5,17.4,1001–1200,
35317,2,2023,139,58.4,100,1,85.9,,
35317,2,2023,139,58.4,100,2,38.4,,
35317,2,2023,139,58.4,100,3,88.7,,
35317,2,2023,139,58.4,100,4,44,,
35317,2,2023,139,58.4,100,5,39.3,,
35317,3,2023,162,48.4,100,1,48.6,,
35317,3,2023,162,48.4,100,2,23.7,,
35317,3,2023,162,48.4,100,3,82.1,,
35317,3,2023,162,48.4,100,4,88.9,,
35317,3,2023,162,48.4,100,5,43.3,,
35317,2,2022,169,56,100,1,79.1,,
35317,2,2022,169,56,100,2,37.1,,
35317,2,2022,169,56,100,3,86.7,,
35317,2,2022,169,56,100,4,43.7,,
35317,2,2022,169,56,100,5,39,,
31153,2,2021,30,79.4,100,1,96,,
31153,2,2021,30,79.4,100,2,38.7,,
31153,2,2021,30,79.4,100,3,94.6,,
31153,2,2021,30,79.4,100,4,74.7,,
31153,2,2021,30,79.4,100,5,67.2,,
31165,2,2021,160,56.8,100,1,74.7,,
31165,2,2021,160,56.8,100,2,38.5,,
31165,2,2021,160,56.8,100,3,88.5,,
31165,2,2021,160,56.8,100,4,46.2,,
31165,2,2021,160,56.8,100,5,43.2,,
31252,2,2021,11,89.4,100,1,97.2,,
31252,2,2021,11,89.4,100,2,69.6,,
31252,2,2021,11,89.4,100,3,97.4,,
31252,2,2021,11,89.4,100,4,88.2,,
31252,2,2021,11,89.4,100,5,82.3,,
31258,2,2021,,39.8–43.5,100,1,59.5,401–500,
31258,2,2021,,39.8–43.5,100,2,33.3,401–500,
31258,2,2021,,39.8–43.5,100,3,81,401–500,
31258,2,2021,,39.8–43.5,100,4,27,401–500,
31258,2,2021,,39.8–43.5,100,5,26.2,401–500,
32658,2,2021,200,54.3,100,1,84,,
32658,2,2021,200,54.3,100,2,38.4,,
32658,2,2021,200,54.3,100,3,96.7,,
32658,2,2021,200,54.3,100,4,38.1,,
32658,2,2021,200,54.3,100,5,31.5,,
32663,2,2021,,30.2–36.3,100,1,63.1,601–800,
32663,2,2021,,30.2–36.3,100,2,33.8,601–800,
32663,2,2021,,30.2–36.3,100,3,57.7,601–800,
32663,2,2021,,30.2–36.3,100,4,16.2,601–800,
32663,2,2021,,30.2–36.3,100,5,17.5,601–800,
32664,2,2021,121,60,100,1,81.8,,
32664,2,2021,121,60,100,2,46.5,,
32664,2,2021,121,60,100,3,87.7,,
32664,2,2021,121,60,100,4,47.4,,
32664,2,2021,121,60,100,5,45,,
32665,2,2021,16,86.9,100,1,96.2,,
32665,2,2021,16,86.9,100,2,42.1,,
32665,2,2021,16,86.9,100,3,96.5,,
32665,2,2021,16,86.9,100,4,89.4,,
32665,2,2021,16,86.9,100,5,76.6,,
32666,2,2021,178,55.7,100,1,94.4,,
32666,2,2021,178,55.7,100,2,45.1,,
32666,2,2021,178,55.7,100,3,95.6,,
32666,2,2021,178,55.7,100,4,34.2,,
32666,2,2021,178,55.7,100,5,29.5,,
32667,2,2021,107,61.3,100,1,92.6,,
32667,2,2021,107,61.3,100,2,40.1,,
32667,2,2021,107,61.3,100,3,90.2,,
32667,2,2021,107,61.3,100,4,45.5,,
32667,2,2021,107,61.3,100,5,40.3,,
32668,2,2021,,50.6–54.2,100,1,91.5,201–250,
32668,2,2021,,50.6–54.2,100,2,49.3,201–250,
32668,2,2021,,50.6–54.2,100,3,80.9,201–250,
32668,2,2021,,50.6–54.2,100,4,32.1,201–250,
32668,2,2021,,50.6–54.2,100,5,23.9,201–250,
32669,2,2021,200,54.3,100,1,97.1,,
32669,2,2021,200,54.3,100,2,34.5,,
32669,2,2021,200,54.3,100,3,87.9,,
32669,2,2021,200,54.3,100,4,31.4,,
32669,2,2021,200,54.3,100,5,27.8,,
32670,2,2021,92,62.9,100,1,94.3,,
32670,2,2021,92,62.9,100,2,39.9,,
32670,2,2021,92,62.9,100,3,92.8,,
32670,2,2021,92,62.9,100,4,48.1,,
32670,2,2021,92,62.9,100,5,40.9,,
32671,2,2021,,45.6–47.9,100,1,73.7,301–350,
32671,2,2021,,45.6–47.9,100,2,33.8,301–350,
32671,2,2021,,45.6–47.9,100,3,91.1,301–350,
32671,2,2021,,45.6–47.9,100,4,30,301–350,
32671,2,2021,,45.6–47.9,100,5,26.4,301–350,
32672,2,2021,170,56,100,1,96.2,,
32672,2,2021,170,56,100,2,37.6,,
32672,2,2021,170,56,100,3,90.7,,
32672,2,2021,170,56,100,4,33.6,,
32672,2,2021,170,56,100,5,30.9,,
32674,2,2021,158,56.9,100,1,80,,
32674,2,2021,158,56.9,100,2,38.7,,
32674,2,2021,158,56.9,100,3,87.8,,
32674,2,2021,158,56.9,100,4,42.4,,
32674,2,2021,158,56.9,100,5,42,,
32676,2,2021,,39.8–43.5,100,1,53.1,401–500,
32676,2,2021,,39.8–43.5,100,2,47,401–500,
32676,2,2021,,39.8–43.5,100,3,86.8,401–500,
32676,2,2021,,39.8–43.5,100,4,31.8,401–500,
32676,2,2021,,39.8–43.5,100,5,27.6,401–500,
32677,2,2021,,48.0–50.5,100,1,74,251–300,
32677,2,2021,,48.0–50.5,100,2,43.1,251–300,
32677,2,2021,,48.0–50.5,100,3,94.5,251–300,
32677,2,2021,,48.0–50.5,100,4,34.5,251–300,
32677,2,2021,,48.0–50.5,100,5,30.8,251–300,
32685,2,2021,,45.6–47.9,100,1,100,301–350,
32685,2,2021,,45.6–47.9,100,2,34.1,301–350,
32685,2,2021,,45.6–47.9,100,3,87.6,301–350,
32685,2,2021,,45.6–47.9,100,4,15.4,301–350,
32685,2,2021,,45.6–47.9,100,5,17.8,301–350,
32686,2,2021,,30.2–36.3,100,1,56.7,601–800,
32686,2,2021,,30.2–36.3,100,2,34,601–800,
32686,2,2021,,30.2–36.3,100,3,82.8,601–800,
32686,2,2021,,30.2–36.3,100,4,14.8,601–800,
32686,2,2021,,30.2–36.3,100,5,16.6,601–800,
32687,2,2021,35,76.1,100,1,96.6,,
32687,2,2021,35,76.1,100,2,43.6,,
32687,2,2021,35,76.1,100,3,95.4,,
32687,2,2021,35,76.1,100,4,72.4,,
32687,2,2021,35,76.1,100,5,57.3,,
32688,2,2021,110,61.1,100,1,97.4,,
32688,2,2021,110,61.1,100,2,41.5,,
32688,2,2021,110,61.1,100,3,96.8,,
32688,2,2021,110,61.1,100,4,43.6,,
32688,2,2021,110,61.1,100,5,34.9,,
32732,2,2021,,36.4–39.7,100,1,55.1,501–600,
32732,2,2021,,36.4–39.7,100,2,43,501–600,
32732,2,2021,,36.4–39.7,100,3,72.3,501–600,
32732,2,2021,,36.4–39.7,100,4,27,501–600,
32732,2,2021,,36.4–39.7,100,5,22.6,501–600,
32733,2,2021,155,57.3,100,1,78.3,,
32733,2,2021,155,57.3,100,2,50.7,,
32733,2,2021,155,57.3,100,3,94.8,,
32733,2,2021,155,57.3,100,4,44.4,,
32733,2,2021,155,57.3,100,5,40.5,,
33549,2,2021,6,94,100,1,95.6,,
33549,2,2021,6,94,100,2,52.1,,
33549,2,2021,6,94,100,3,95.7,,
33549,2,2021,6,94,100,4,99.2,,
33549,2,2021,6,94,100,5,90.3,,
33550,2,2021,51,70.9,100,1,85.6,,
33550,2,2021,51,70.9,100,2,49.2,,
33550,2,2021,51,70.9,100,3,91.7,,
33550,2,2021,51,70.9,100,4,66.5,,
33550,2,2021,51,70.9,100,5,57.1,,
33850,2,2021,91,63,100,1,95.6,,
33850,2,2021,91,63,100,2,39.8,,
33850,2,2021,91,63,100,3,88.2,,
33850,2,2021,91,63,100,4,48.6,,
33850,2,2021,91,63,100,5,40.3,,
34147,2,2021,127,59.4,100,1,89,,
34147,2,2021,127,59.4,100,2,41.2,,
34147,2,2021,127,59.4,100,3,94.5,,
34147,2,2021,127,59.4,100,4,42.5,,
34147,2,2021,127,59.4,100,5,39.4,,
35314,2,2021,,36.4–39.7,100,1,27,501–600,
35314,2,2021,,36.4–39.7,100,2,33.4,501–600,
35314,2,2021,,36.4–39.7,100,3,79.9,501–600,
35314,2,2021,,36.4–39.7,100,4,39,501–600,
35314,2,2021,,36.4–39.7,100,5,41.6,501–600,
35315,2,2021,,45.6–47.9,100,1,65.1,301–350,
35315,2,2021,,45.6–47.9,100,2,35.7,301–350,
35315,2,2021,,45.6–47.9,100,3,91.9,301–350,
35315,2,2021,,45.6–47.9,100,4,31.4,301–350,
35315,2,2021,,45.6–47.9,100,5,32.3,301–350,
35316,2,2021,77,65.3,100,1,90.1,,
35316,2,2021,77,65.3,100,2,41.6,,
35316,2,2021,77,65.3,100,3,94,,
35316,2,2021,77,65.3,100,4,53.8,,
35316,2,2021,77,65.3,100,5,46.7,,
35317,2,2021,133,58.8,100,1,87.9,,
35317,2,2021,133,58.8,100,2,35.2,,
35317,2,2021,133,58.8,100,3,86,,
35317,2,2021,133,58.8,100,4,44.8,,
35317,2,2021,133,58.8,100,5,39,,
36440,2,2021,,50.6–54.2,100,1,74.7,201–250,
36440,2,2021,,50.6–54.2,100,2,38.2,201–250,
36440,2,2021,,50.6–54.2,100,3,91.9,201–250,
36440,2,2021,,50.6–54.2,100,4,35.5,201–250,
36440,2,2021,,50.6–54.2,100,5,34.3,201–250,
36441,2,2021,174,55.9,100,1,89.9,,
36441,2,2021,174,55.9,100,2,35.8,,
36441,2,2021,174,55.9,100,3,91.5,,
36441,2,2021,174,55.9,100,4,38.3,,
36441,2,2021,174,55.9,100,5,32.4,,
36443,2,2021,1,95.6,100,1,98,,
36443,2,2021,1,95.6,100,2,68.7,,
36443,2,2021,1,95.6,100,3,96.4,,
36443,2,2021,1,95.6,100,4,99.6,,
36443,2,2021,1,95.6,100,5,91.3,,
36445,2,2021,,50.6–54.2,100,1,80.5,201–250,
36445,2,2021,,50.6–54.2,100,2,36.5,201–250,
36445,2,2021,,50.6–54.2,100,3,91.8,201–250,
36445,2,2021,,50.6–54.2,100,4,32.2,201–250,
36445,2,2021,,50.6–54.2,100,5,30,201–250,
36446,2,2021,149,57.6,100,1,71.2,,
36446,2,2021,149,57.6,100,2,37.3,,
36446,2,2021,149,57.6,100,3,92.7,,
36446,2,2021,149,57.6,100,4,49.7,,
36446,2,2021,149,57.6,100,5,44.8,,
36455,2,2021,,45.6–47.9,100,1,80,301–350,
36455,2,2021,,45.6–47.9,100,2,34.2,301–350,
36455,2,2021,,45.6–47.9,100,3,83.4,301–350,
36455,2,2021,,45.6–47.9,100,4,26.5,301–350,
36455,2,2021,,45.6–47.9,100,5,23.4,301–350,
36467,2,2021,,30.2–36.3,100,1,47.8,601–800,
36467,2,2021,,30.2–36.3,100,2,33.6,601–800,
36467,2,2021,,30.2–36.3,100,3,89.7,601–800,
36467,2,2021,,30.2–36.3,100,4,12.5,601–800,
36467,2,2021,,30.2–36.3,100,5,19,601–800,
36476,2,2021,,50.6–54.2,100,1,99.3,201–250,
36476,2,2021,,50.6–54.2,100,2,36.4,201–250,
36476,2,2021,,50.6–54.2,100,3,76.6,201–250,
36476,2,2021,,50.6–54.2,100,4,26.9,201–250,
36476,2,2021,,50.6–54.2,100,5,22.5,201–250,
36484,2,2021,,10.3–25.0,100,1,30,1001+,
36484,2,2021,,10.3–25.0,100,2,33.7,1001+,
36484,2,2021,,10.3–25.0,100,3,76.7,1001+,
36484,2,2021,,10.3–25.0,100,4,10.9,1001+,
36484,2,2021,,10.3–25.0,100,5,16.8,1001+,
36487,2,2021,,25.1–30.1,100,1,36.4,801–1000,
36487,2,2021,,25.1–30.1,100,2,33.4,801–1000,
36487,2,2021,,25.1–30.1,100,3,76.8,801–1000,
36487,2,2021,,25.1–30.1,100,4,19.7,801–1000,
36487,2,2021,,25.1–30.1,100,5,19.9,801–1000,
36496,2,2021,,30.2–36.3,100,1,53.6,601–800,
36496,2,2021,,30.2–36.3,100,2,33.5,601–800,
36496,2,2021,,30.2–36.3,100,3,81,601–800,
36496,2,2021,,30.2–36.3,100,4,13.8,601–800,
36496,2,2021,,30.2–36.3,100,5,17.1,601–800,
36725,2,2021,,39.8–43.5,100,1,78.9,401–500,
36725,2,2021,,39.8–43.5,100,2,33.8,401–500,
36725,2,2021,,39.8–43.5,100,3,73.4,401–500,
36725,2,2021,,39.8–43.5,100,4,18,401–500,
36725,2,2021,,39.8–43.5,100,5,19.2,401–500,
37144,2,2021,27,81.4,100,1,94.3,,
37144,2,2021,27,81.4,100,2,34.1,,
37144,2,2021,27,81.4,100,3,92.8,,
37144,2,2021,27,81.4,100,4,82.5,,
37144,2,2021,27,81.4,100,5,68.5,,
38534,2,2021,136,58.4,100,1,90.9,,
38534,2,2021,136,58.4,100,2,35.2,,
38534,2,2021,136,58.4,100,3,94.6,,
38534,2,2021,136,58.4,100,4,40.5,,
38534,2,2021,136,58.4,100,5,36.8,,
53138,2,2021,,39.8–43.5,100,1,66.4,401–500,
53138,2,2021,,39.8–43.5,100,2,36.4,401–500,
53138,2,2021,,39.8–43.5,100,3,77.6,401–500,
53138,2,2021,,39.8–43.5,100,4,28.8,401–500,
53138,2,2021,,39.8–43.5,100,5,19.8,401–500,
53141,2,2021,,50.6–54.2,100,1,87.8,201–250,
53141,2,2021,,50.6–54.2,100,2,50.3,201–250,
53141,2,2021,,50.6–54.2,100,3,94.1,201–250,
53141,2,2021,,50.6–54.2,100,4,33.3,201–250,
53141,2,2021,,50.6–54.2,100,5,30.9,201–250,
53153,2,2021,,25.1–30.1,100,1,36.4,801–1000,
53153,2,2021,,25.1–30.1,100,2,34.1,801–1000,
53153,2,2021,,25.1–30.1,100,3,69.3,801–1000,
53153,2,2021,,25.1–30.1,100,4,12.4,801–1000,
53153,2,2021,,25.1–30.1,100,5,15.7,801–1000,
53160,2,2021,,45.6–47.9,100,1,82.9,301–350,
53160,2,2021,,45.6–47.9,100,2,44.8,301–350,
53160,2,2021,,45.6–47.9,100,3,82.5,301–350,
53160,2,2021,,45.6–47.9,100,4,23.5,301–350,
53160,2,2021,,45.6–47.9,100,5,23.7,301–350,
53162,2,2021,,48.0–50.5,100,1,73.3,251–300,
53162,2,2021,,48.0–50.5,100,2,44,251–300,
53162,2,2021,,48.0–50.5,100,3,93.1,251–300,
53162,2,2021,,48.0–50.5,100,4,37.8,251–300,
53162,2,2021,,48.0–50.5,100,5,29,251–300,
53163,2,2021,,45.6–47.9,100,1,69.6,301–350,
53163,2,2021,,45.6–47.9,100,2,45.8,301–350,
53163,2,2021,,45.6–47.9,100,3,80.2,301–350,
53163,2,2021,,45.6–47.9,100,4,31.9,301–350,
53163,2,2021,,45.6–47.9,100,5,26.8,301–350,
53168,2,2021,,36.4–39.7,100,1,52.2,501–600,
53168,2,2021,,36.4–39.7,100,2,36.4,501–600,
53168,2,2021,,36.4–39.7,100,3,80.6,501–600,
53168,2,2021,,36.4–39.7,100,4,26.5,501–600,
53168,2,2021,,36.4–39.7,100,5,21.3,501–600,
53189,2,2021,,39.8–43.5,100,1,67.3,401–500,
53189,2,2021,,39.8–43.5,100,2,33.6,401–500,
53189,2,2021,,39.8–43.5,100,3,79.8,401–500,
53189,2,2021,,39.8–43.5,100,4,20.3,401–500,
53189,2,2021,,39.8–43.5,100,5,33.5,401–500,
53190,2,2021,,30.2–36.3,100,1,48.1,601–800,
53190,2,2021,,30.2–36.3,100,2,33.9,601–800,
53190,2,2021,,30.2–36.3,100,3,76.6,601–800,
53190,2,2021,,30.2–36.3,100,4,14.2,601–800,
53190,2,2021,,30.2–36.3,100,5,18,601–800,
53193,2,2021,,43.6–45.5,100,1,67.1,351–400,
53193,2,2021,,43.6–45.5,100,2,36,351–400,
53193,2,2021,,43.6–45.5,100,3,96,351–400,
53193,2,2021,,43.6–45.5,100,4,26.2,351–400,
53193,2,2021,,43.6–45.5,100,5,28.7,351–400,
53195,2,2021,,10.3–25.0,100,1,22.3,1001+,
53195,2,2021,,10.3–25.0,100,2,33.4,1001+,
53195,2,2021,,10.3–25.0,100,3,43.1,1001+,
53195,2,2021,,10.3–25.0,100,4,12,1001+,
53195,2,2021,,10.3–25.0,100,5,17.5,1001+,
53196,2,2021,,43.6–45.5,100,1,87.3,351–400,
53196,2,2021,,43.6–45.5,100,2,34,351–400,
53196,2,2021,,43.6–45.5,100,3,74.3,351–400,
53196,2,2021,,43.6–45.5,100,4,17.8,351–400,
53196,2,2021,,43.6–45.5,100,5,19.6,351–400,
53197,2,2021,,43.6–45.5,100,1,69.8,351–400,
53197,2,2021,,43.6–45.5,100,2,34.4,351–400,
53197,2,2021,,43.6–45.5,100,3,95.1,351–400,
53197,2,2021,,43.6–45.5,100,4,28.1,351–400,
53197,2,2021,,43.6–45.5,100,5,27,351–400,
53235,2,2021,,25.1–30.1,100,1,36.1,801–1000,
53235,2,2021,,25.1–30.1,100,2,33.6,801–1000,
53235,2,2021,,25.1–30.1,100,3,85.3,801–1000,
53235,2,2021,,25.1–30.1,100,4,17.7,801–1000,
53235,2,2021,,25.1–30.1,100,5,17.4,801–1000,
53244,2,2021,,25.1–30.1,100,1,43.6,801–1000,
53244,2,2021,,25.1–30.1,100,2,34,801–1000,
53244,2,2021,,25.1–30.1,100,3,51.3,801–1000,
53244,2,2021,,25.1–30.1,100,4,15,801–1000,
53244,2,2021,,25.1–30.1,100,5,17.5,801–1000,
53257,2,2021,,43.6–45.5,100,1,57.6,351–400,
53257,2,2021,,43.6–45.5,100,2,37.7,351–400,
53257,2,2021,,43.6–45.5,100,3,83.3,351–400,
53257,2,2021,,43.6–45.5,100,4,35.4,351–400,
53257,2,2021,,43.6–45.5,100,5,33.5,351–400,
53258,2,2021,,30.2–36.3,100,1,54.8,601–800,
53258,2,2021,,30.2–36.3,100,2,33.8,601–800,
53258,2,2021,,30.2–36.3,100,3,67.5,601–800,
53258,2,2021,,30.2–36.3,100,4,14.9,601–800,
53258,2,2021,,30.2–36.3,100,5,19.2,601–800,
53261,2,2021,,39.8–43.5,100,1,74.2,401–500,
53261,2,2021,,39.8–43.5,100,2,33.6,401–500,
53261,2,2021,,39.8–43.5,100,3,89.2,401–500,
53261,2,2021,,39.8–43.5,100,4,18.3,401–500,
53261,2,2021,,39.8–43.5,100,5,19.7,401–500,
53270,2,2021,,30.2–36.3,100,1,59.9,601–800,
53270,2,2021,,30.2–36.3,100,2,33.9,601–800,
53270,2,2021,,30.2–36.3,100,3,74.3,601–800,
53270,2,2021,,30.2–36.3,100,4,12.7,601–800,
53270,2,2021,,30.2–36.3,100,5,18.9,601–800,
53271,2,2021,,50.6–54.2,100,1,55.6,201–250,
53271,2,2021,,50.6–54.2,100,2,36.7,201–250,
53271,2,2021,,50.6–54.2,100,3,95.4,201–250,
53271,2,2021,,50.6–54.2,100,4,44,201–250,
53271,2,2021,,50.6–54.2,100,5,43.3,201–250,
53276,2,2021,178,55.7,100,1,90.6,,
53276,2,2021,178,55.7,100,2,40.1,,
53276,2,2021,178,55.7,100,3,88,,
53276,2,2021,178,55.7,100,4,38.2,,
53276,2,2021,178,55.7,100,5,31.4,,
53278,2,2021,,10.3–25.0,100,1,22.8,1001+,
53278,2,2021,,10.3–25.0,100,2,34.3,1001+,
53278,2,2021,,10.3–25.0,100,3,76.8,1001+,
53278,2,2021,,10.3–25.0,100,4,11.3,1001+,
53278,2,2021,,10.3–25.0,100,5,16.6,1001+,
53282,2,2021,191,54.7,100,1,89.4,,
53282,2,2021,191,54.7,100,2,36.7,,
53282,2,2021,191,54.7,100,3,86.8,,
53282,2,2021,191,54.7,100,4,35.6,,
53282,2,2021,191,54.7,100,5,32.4,,
53283,2,2021,163,56.7,100,1,89.5,,
53283,2,2021,163,56.7,100,2,37.9,,
53283,2,2021,163,56.7,100,3,92.6,,
53283,2,2021,163,56.7,100,4,38.1,,
53283,2,2021,163,56.7,100,5,35.2,,
53285,2,2021,160,56.8,100,1,92.3,,
53285,2,2021,160,56.8,100,2,35.1,,
53285,2,2021,160,56.8,100,3,93.9,,
53285,2,2021,160,56.8,100,4,38.1,,
53285,2,2021,160,56.8,100,5,32.7,,
53286,2,2021,,25.1–30.1,100,1,41.6,801–1000,
53286,2,2021,,25.1–30.1,100,2,33.7,801–1000,
53286,2,2021,,25.1–30.1,100,3,52.8,801–1000,
53286,2,2021,,25.1–30.1,100,4,12.8,801–1000,
53286,2,2021,,25.1–30.1,100,5,17,801–1000,
53289,2,2021,,10.3–25.0,100,1,40,1001+,
53289,2,2021,,10.3–25.0,100,2,33.6,1001+,
53289,2,2021,,10.3–25.0,100,3,48.9,1001+,
53289,2,2021,,10.3–25.0,100,4,10.5,1001+,
53289,2,2021,,10.3–25.0,100,5,17.4,1001+,
53293,2,2021,,43.6–45.5,100,1,66.8,351–400,
53293,2,2021,,43.6–45.5,100,2,44.4,351–400,
