college_id,ranking_authority,ranking_year,overall_rank,overall_score,overall_total_score,parameter_id,parameter_score,rank_band,Country
53296,2,2020,,28.3–35.2,100,2,34.6,601–800,
53296,2,2020,,28.3–35.2,100,3,78.4,601–800,
53296,2,2020,,28.3–35.2,100,4,24,601–800,
53296,2,2020,,28.3–35.2,100,5,28.5,601–800,
53297,2,2020,,46.9–50.0,100,1,68.6,251–300,
53297,2,2020,,46.9–50.0,100,2,35,251–300,
53297,2,2020,,46.9–50.0,100,3,96.5,251–300,
53297,2,2020,,46.9–50.0,100,4,34.3,251–300,
53297,2,2020,,46.9–50.0,100,5,31.6,251–300,
53298,2,2020,,35.3–38.7,100,1,55.1,501–600,
53298,2,2020,,35.3–38.7,100,2,37.1,501–600,
53298,2,2020,,35.3–38.7,100,3,92.4,501–600,
53298,2,2020,,35.3–38.7,100,4,24.2,501–600,
53298,2,2020,,35.3–38.7,100,5,21,501–600,
53299,2,2020,,28.3–35.2,100,1,40.9,601–800,
53299,2,2020,,28.3–35.2,100,2,35.6,601–800,
53299,2,2020,,28.3–35.2,100,3,75.7,601–800,
53299,2,2020,,28.3–35.2,100,4,18,601–800,
53299,2,2020,,28.3–35.2,100,5,21,601–800,
53300,2,2020,,38.8–42.3,100,1,66.3,401–500,
53300,2,2020,,38.8–42.3,100,2,39.7,401–500,
53300,2,2020,,38.8–42.3,100,3,78.1,401–500,
53300,2,2020,,38.8–42.3,100,4,22.9,401–500,
53300,2,2020,,38.8–42.3,100,5,24.8,401–500,
53304,2,2020,,22.2–28.2,100,1,37.4,801–1000,
53304,2,2020,,22.2–28.2,100,2,34.6,801–1000,
53304,2,2020,,22.2–28.2,100,3,62.8,801–1000,
53304,2,2020,,22.2–28.2,100,4,10.3,801–1000,
53304,2,2020,,22.2–28.2,100,5,16,801–1000,
53305,2,2020,,22.2–28.2,100,1,39.7,801–1000,
53305,2,2020,,22.2–28.2,100,2,34.8,801–1000,
53305,2,2020,,22.2–28.2,100,3,64.6,801–1000,
53305,2,2020,,22.2–28.2,100,4,12.7,801–1000,
53305,2,2020,,22.2–28.2,100,5,15.7,801–1000,
53306,2,2020,,22.2–28.2,100,1,32.8,801–1000,
53306,2,2020,,22.2–28.2,100,2,34.4,801–1000,
53306,2,2020,,22.2–28.2,100,3,78.6,801–1000,
53306,2,2020,,22.2–28.2,100,4,14.5,801–1000,
53306,2,2020,,22.2–28.2,100,5,20.4,801–1000,
53308,2,2020,,28.3–35.2,100,1,39.5,601–800,
53308,2,2020,,28.3–35.2,100,2,35.4,601–800,
53308,2,2020,,28.3–35.2,100,3,89.4,601–800,
53308,2,2020,,28.3–35.2,100,4,15.2,601–800,
53308,2,2020,,28.3–35.2,100,5,17.1,601–800,
53309,2,2020,,28.3–35.2,100,1,42.7,601–800,
53309,2,2020,,28.3–35.2,100,2,35.3,601–800,
53309,2,2020,,28.3–35.2,100,3,80.1,601–800,
53309,2,2020,,28.3–35.2,100,4,13,601–800,
53309,2,2020,,28.3–35.2,100,5,17.5,601–800,
53310,2,2020,,28.3–35.2,100,1,44.8,601–800,
53310,2,2020,,28.3–35.2,100,2,36.6,601–800,
53310,2,2020,,28.3–35.2,100,3,72,601–800,
53310,2,2020,,28.3–35.2,100,4,20,601–800,
53310,2,2020,,28.3–35.2,100,5,22.8,601–800,
53311,2,2020,,35.3–38.7,100,1,56.1,501–600,
53311,2,2020,,35.3–38.7,100,2,36.3,501–600,
53311,2,2020,,35.3–38.7,100,3,76.5,501–600,
53311,2,2020,,35.3–38.7,100,4,23,501–600,
53311,2,2020,,35.3–38.7,100,5,22.3,501–600,
53312,2,2020,,28.3–35.2,100,1,64.3,601–800,
53312,2,2020,,28.3–35.2,100,2,35.3,601–800,
53312,2,2020,,28.3–35.2,100,3,71.2,601–800,
53312,2,2020,,28.3–35.2,100,4,14.1,601–800,
53312,2,2020,,28.3–35.2,100,5,16.5,601–800,
53313,2,2020,,22.2–28.2,100,1,29.3,801–1000,
53313,2,2020,,22.2–28.2,100,2,34.9,801–1000,
53313,2,2020,,22.2–28.2,100,3,77.1,801–1000,
53313,2,2020,,22.2–28.2,100,4,13.6,801–1000,
53313,2,2020,,22.2–28.2,100,5,16.9,801–1000,
53314,2,2020,,38.8–42.3,100,1,71,401–500,
53314,2,2020,,38.8–42.3,100,2,34.9,401–500,
53314,2,2020,,38.8–42.3,100,3,87.7,401–500,
53314,2,2020,,38.8–42.3,100,4,16.2,401–500,
53314,2,2020,,38.8–42.3,100,5,17.8,401–500,
53315,2,2020,,22.2–28.2,100,1,38.7,801–1000,
53315,2,2020,,22.2–28.2,100,2,34.8,801–1000,
53315,2,2020,,22.2–28.2,100,3,70.1,801–1000,
53315,2,2020,,22.2–28.2,100,4,14.8,801–1000,
53315,2,2020,,22.2–28.2,100,5,18.7,801–1000,
53316,2,2020,,22.2–28.2,100,1,43.9,801–1000,
53316,2,2020,,22.2–28.2,100,2,34.8,801–1000,
53316,2,2020,,22.2–28.2,100,3,53.7,801–1000,
53316,2,2020,,22.2–28.2,100,4,10.6,801–1000,
53316,2,2020,,22.2–28.2,100,5,15.5,801–1000,
53317,2,2020,,28.3–35.2,100,1,48.4,601–800,
53317,2,2020,,28.3–35.2,100,2,34.9,601–800,
53317,2,2020,,28.3–35.2,100,3,64.3,601–800,
53317,2,2020,,28.3–35.2,100,4,15.2,601–800,
53317,2,2020,,28.3–35.2,100,5,17.1,601–800,
53318,2,2020,,28.3–35.2,100,1,36.7,601–800,
53318,2,2020,,28.3–35.2,100,2,34.8,601–800,
53318,2,2020,,28.3–35.2,100,3,86.7,601–800,
53318,2,2020,,28.3–35.2,100,4,16.2,601–800,
53318,2,2020,,28.3–35.2,100,5,18.2,601–800,
53319,2,2020,,22.2–28.2,100,1,35,801–1000,
53319,2,2020,,22.2–28.2,100,2,34.5,801–1000,
53319,2,2020,,22.2–28.2,100,3,65.3,801–1000,
53319,2,2020,,22.2–28.2,100,4,13.3,801–1000,
53319,2,2020,,22.2–28.2,100,5,15.8,801–1000,
36443,2,2019,1,96,100,1,99.1,,
33549,2,2019,2,94.8,100,1,97.1,,
31252,2,2019,9,90.3,100,1,97.8,,
32665,2,2019,14,87.8,100,1,95.9,,
37144,2,2019,26,81.3,100,1,91,,
31153,2,2019,29,79.8,100,1,96.8,,
32687,2,2019,38,75.8,100,1,95.2,,
33550,2,2019,57,69.9,100,1,87.2,,
33850,2,2019,78,64.3,100,1,96.1,,
35316,2,2019,79,64.1,100,1,87,,
32670,2,2019,93,62.8,100,1,93.6,,
32664,2,2019,106,61.2,100,1,86.5,,
36446,2,2019,114,59.9,100,1,82,,
32667,2,2019,116,59.7,100,1,91.5,,
34147,2,2019,118,59.6,100,1,90.2,,
35317,2,2019,119,59.3,100,1,86.4,,
32733,2,2019,120,59.2,100,1,79.8,,
32688,2,2019,130,58.8,100,1,97.6,,
36441,2,2019,141,57.8,100,1,93.2,,
38534,2,2019,146,57.3,100,1,88,,
32674,2,2019,149,57.2,100,1,80,,
31165,2,2019,153,56.6,100,1,79.7,,
32666,2,2019,158,56.3,100,1,94.7,,
53285,2,2019,161,56,100,1,90,,
53271,2,2019,165,55.8,100,1,76.4,,
32672,2,2019,167,55.6,100,1,95.2,,
53276,2,2019,171,55.4,100,1,86.6,,
53283,2,2019,181,54.5,100,1,87.5,,
53282,2,2019,187,54.2,100,1,86.3,,
32669,2,2019,190,54,100,1,96.2,,
36445,2,2019,,49.5–53.0,100,1,77.8,201–250,
32668,2,2019,,49.5–53.0,100,1,94.1,201–250,
32658,2,2019,,49.5–53.0,100,1,87.6,201–250,
53141,2,2019,,49.5–53.0,100,1,91.3,201–250,
36440,2,2019,,49.5–53.0,100,1,75.8,201–250,
53162,2,2019,,49.5–53.0,100,1,76.4,201–250,
53297,2,2019,,46.4–49.4,100,1,68.3,251–300,
35315,2,2019,,46.4–49.4,100,1,80,251–300,
36476,2,2019,,46.4–49.4,100,1,99.1,251–300,
32677,2,2019,,46.4–49.4,100,1,72.2,251–300,
53295,2,2019,,46.4–49.4,100,1,91.1,251–300,
32685,2,2019,,44.0–46.3,100,1,98.7,301–350,
53294,2,2019,,44.0–46.3,100,1,66.9,301–350,
53293,2,2019,,44.0–46.3,100,1,73,301–350,
53163,2,2019,,44.0–46.3,100,1,71.9,301–350,
53160,2,2019,,44.0–46.3,100,1,68.9,301–350,
53300,2,2019,,41.7–43.9,100,1,67.8,351–400,
53298,2,2019,,41.7–43.9,100,1,65.2,351–400,
53197,2,2019,,41.7–43.9,100,1,67.5,351–400,
32671,2,2019,,41.7–43.9,100,1,69.8,351–400,
53138,2,2019,,41.7–43.9,100,1,73.1,351–400,
36455,2,2019,,41.7–43.9,100,1,75.9,351–400,
53193,2,2019,,37.1–41.6,100,1,57.3,401–500,
32732,2,2019,,37.1–41.6,100,1,52,401–500,
53257,2,2019,,37.1–41.6,100,1,51.4,401–500,
53261,2,2019,,37.1–41.6,100,1,77.3,401–500,
53196,2,2019,,37.1–41.6,100,1,78.7,401–500,
53314,2,2019,,37.1–41.6,100,1,69.3,401–500,
35314,2,2019,,37.1–41.6,100,1,27.8,401–500,
32676,2,2019,,37.1–41.6,100,1,49.7,401–500,
53189,2,2019,,33.5–37.0,100,1,51.8,501–600,
53311,2,2019,,33.5–37.0,100,1,55.6,501–600,
53168,2,2019,,33.5–37.0,100,1,52.1,501–600,
36725,2,2019,,33.5–37.0,100,1,66.7,501–600,
32663,2,2019,,33.5–37.0,100,1,68.5,501–600,
53296,2,2019,,33.5–37.0,100,1,44.6,501–600,
53190,2,2019,,26.0–33.4,100,1,44.6,601–800,
36467,2,2019,,26.0–33.4,100,1,39.5,601–800,
36496,2,2019,,26.0–33.4,100,1,42.9,601–800,
32686,2,2019,,26.0–33.4,100,1,44.1,601–800,
53308,2,2019,,26.0–33.4,100,1,41,601–800,
53309,2,2019,,26.0–33.4,100,1,45.1,601–800,
53310,2,2019,,26.0–33.4,100,1,43.1,601–800,
53235,2,2019,,26.0–33.4,100,1,29,601–800,
53312,2,2019,,26.0–33.4,100,1,44.1,601–800,
53258,2,2019,,26.0–33.4,100,1,45.3,601–800,
53270,2,2019,,26.0–33.4,100,1,52.1,601–800,
53315,2,2019,,26.0–33.4,100,1,34.5,601–800,
53299,2,2019,,26.0–33.4,100,1,39.5,601–800,
53317,2,2019,,26.0–33.4,100,1,42.7,601–800,
53318,2,2019,,26.0–33.4,100,1,36.2,601–800,
53319,2,2019,,26.0–33.4,100,1,41.8,601–800,
53313,2,2019,,19.0–25.9,100,1,25.8,801–1000,
53305,2,2019,,19.0–25.9,100,1,39.7,801–1000,
53306,2,2019,,19.0–25.9,100,1,26.2,801–1000,
53244,2,2019,,19.0–25.9,100,1,37,801–1000,
53278,2,2019,,19.0–25.9,100,1,21,801–1000,
36487,2,2019,,19.0–25.9,100,1,23.4,801–1000,
53286,2,2019,,19.0–25.9,100,1,32.2,801–1000,
53289,2,2019,,19.0–25.9,100,1,38.4,801–1000,
53316,2,2019,,19.0–25.9,100,1,39.9,801–1000,
53304,2,2019,,9.8–18.9,100,1,18.5,1001+,
53195,2,2019,,9.8–18.9,100,1,13.2,1001+,
36484,2,2019,,9.8–18.9,100,1,15.8,1001+,
36443,2,2019,1,96,100,2,67,,
33549,2,2019,2,94.8,100,2,52.9,,
31252,2,2019,9,90.3,100,2,67.3,,
32665,2,2019,14,87.8,100,2,42.4,,
37144,2,2019,26,81.3,100,2,34.8,,
31153,2,2019,29,79.8,100,2,38.2,,
32687,2,2019,38,75.8,100,2,45.9,,
33550,2,2019,57,69.9,100,2,45,,
33850,2,2019,78,64.3,100,2,40.5,,
35316,2,2019,79,64.1,100,2,41.5,,
32670,2,2019,93,62.8,100,2,40.1,,
32664,2,2019,106,61.2,100,2,43.1,,
36446,2,2019,114,59.9,100,2,37.7,,
32667,2,2019,116,59.7,100,2,39.8,,
34147,2,2019,118,59.6,100,2,40.7,,
35317,2,2019,119,59.3,100,2,36.2,,
32733,2,2019,120,59.2,100,2,43.4,,
32688,2,2019,130,58.8,100,2,43,,
36441,2,2019,141,57.8,100,2,36.3,,
38534,2,2019,146,57.3,100,2,35.6,,
32674,2,2019,149,57.2,100,2,40.8,,
31165,2,2019,153,56.6,100,2,39.5,,
32666,2,2019,158,56.3,100,2,46.5,,
53285,2,2019,161,56,100,2,35.7,,
53271,2,2019,165,55.8,100,2,36.4,,
32672,2,2019,167,55.6,100,2,37.3,,
53276,2,2019,171,55.4,100,2,41.6,,
53283,2,2019,181,54.5,100,2,39.4,,
53282,2,2019,187,54.2,100,2,37.2,,
32669,2,2019,190,54,100,2,35.3,,
36445,2,2019,,49.5–53.0,100,2,38.2,201–250,
32668,2,2019,,49.5–53.0,100,2,46.8,201–250,
32658,2,2019,,49.5–53.0,100,2,38.7,201–250,
53141,2,2019,,49.5–53.0,100,2,45.7,201–250,
36440,2,2019,,49.5–53.0,100,2,39,201–250,
53162,2,2019,,49.5–53.0,100,2,40.6,201–250,
53297,2,2019,,46.4–49.4,100,2,34.8,251–300,
35315,2,2019,,46.4–49.4,100,2,37.3,251–300,
36476,2,2019,,46.4–49.4,100,2,36.5,251–300,
32677,2,2019,,46.4–49.4,100,2,47.7,251–300,
53295,2,2019,,46.4–49.4,100,2,36.2,251–300,
32685,2,2019,,44.0–46.3,100,2,34.7,301–350,
53294,2,2019,,44.0–46.3,100,2,34.2,301–350,
53293,2,2019,,44.0–46.3,100,2,41.2,301–350,
53163,2,2019,,44.0–46.3,100,2,44.9,301–350,
53160,2,2019,,44.0–46.3,100,2,49.9,301–350,
53300,2,2019,,41.7–43.9,100,2,37.9,351–400,
53298,2,2019,,41.7–43.9,100,2,36,351–400,
53197,2,2019,,41.7–43.9,100,2,35.4,351–400,
32671,2,2019,,41.7–43.9,100,2,34.4,351–400,
53138,2,2019,,41.7–43.9,100,2,37.1,351–400,
36455,2,2019,,41.7–43.9,100,2,35.6,351–400,
53193,2,2019,,37.1–41.6,100,2,38.2,401–500,
32732,2,2019,,37.1–41.6,100,2,48.8,401–500,
53257,2,2019,,37.1–41.6,100,2,38.5,401–500,
53261,2,2019,,37.1–41.6,100,2,34.2,401–500,
53196,2,2019,,37.1–41.6,100,2,34.6,401–500,
53314,2,2019,,37.1–41.6,100,2,34.3,401–500,
35314,2,2019,,37.1–41.6,100,2,34.1,401–500,
32676,2,2019,,37.1–41.6,100,2,45.2,401–500,
53189,2,2019,,33.5–37.0,100,2,35,501–600,
53311,2,2019,,33.5–37.0,100,2,36.1,501–600,
53168,2,2019,,33.5–37.0,100,2,38.3,501–600,
36725,2,2019,,33.5–37.0,100,2,34.7,501–600,
32663,2,2019,,33.5–37.0,100,2,34.4,501–600,
53296,2,2019,,33.5–37.0,100,2,34.4,501–600,
53190,2,2019,,26.0–33.4,100,2,34.9,601–800,
36467,2,2019,,26.0–33.4,100,2,34.1,601–800,
36496,2,2019,,26.0–33.4,100,2,34.2,601–800,
32686,2,2019,,26.0–33.4,100,2,36.2,601–800,
53308,2,2019,,26.0–33.4,100,2,34.9,601–800,
53309,2,2019,,26.0–33.4,100,2,34.8,601–800,
53310,2,2019,,26.0–33.4,100,2,36,601–800,
53235,2,2019,,26.0–33.4,100,2,34.4,601–800,
53312,2,2019,,26.0–33.4,100,2,34.9,601–800,
53258,2,2019,,26.0–33.4,100,2,34.2,601–800,
53270,2,2019,,26.0–33.4,100,2,34.2,601–800,
53315,2,2019,,26.0–33.4,100,2,34.5,601–800,
53299,2,2019,,26.0–33.4,100,2,35.2,601–800,
53317,2,2019,,26.0–33.4,100,2,34.5,601–800,
53318,2,2019,,26.0–33.4,100,2,34.4,601–800,
53319,2,2019,,26.0–33.4,100,2,34.1,601–800,
53313,2,2019,,19.0–25.9,100,2,34.6,801–1000,
53305,2,2019,,19.0–25.9,100,2,34.4,801–1000,
53306,2,2019,,19.0–25.9,100,2,34,801–1000,
53244,2,2019,,19.0–25.9,100,2,34.4,801–1000,
53278,2,2019,,19.0–25.9,100,2,34.8,801–1000,
36487,2,2019,,19.0–25.9,100,2,34.1,801–1000,
53286,2,2019,,19.0–25.9,100,2,34.4,801–1000,
53289,2,2019,,19.0–25.9,100,2,34.2,801–1000,
53316,2,2019,,19.0–25.9,100,2,34.3,801–1000,
53304,2,2019,,9.8–18.9,100,2,34.3,1001+,
53195,2,2019,,9.8–18.9,100,2,34,1001+,
36484,2,2019,,9.8–18.9,100,2,34.5,1001+,
36443,2,2019,1,96,100,3,96.3,,
33549,2,2019,2,94.8,100,3,94.3,,
31252,2,2019,9,90.3,100,3,97.1,,
32665,2,2019,14,87.8,100,3,95.8,,
37144,2,2019,26,81.3,100,3,92.5,,
31153,2,2019,29,79.8,100,3,93.3,,
32687,2,2019,38,75.8,100,3,95.3,,
33550,2,2019,57,69.9,100,3,90.1,,
33850,2,2019,78,64.3,100,3,86.3,,
35316,2,2019,79,64.1,100,3,93.3,,
32670,2,2019,93,62.8,100,3,92.3,,
32664,2,2019,106,61.2,100,3,87.2,,
36446,2,2019,114,59.9,100,3,90.9,,
32667,2,2019,116,59.7,100,3,88.5,,
34147,2,2019,118,59.6,100,3,93.9,,
35317,2,2019,119,59.3,100,3,84.9,,
32733,2,2019,120,59.2,100,3,93.3,,
32688,2,2019,130,58.8,100,3,96.1,,
36441,2,2019,141,57.8,100,3,90.3,,
38534,2,2019,146,57.3,100,3,93.3,,
32674,2,2019,149,57.2,100,3,86.8,,
31165,2,2019,153,56.6,100,3,85.5,,
32666,2,2019,158,56.3,100,3,95,,
53285,2,2019,161,56,100,3,92.7,,
53271,2,2019,165,55.8,100,3,96.3,,
32672,2,2019,167,55.6,100,3,91.2,,
53276,2,2019,171,55.4,100,3,88.2,,
53283,2,2019,181,54.5,100,3,91.5,,
53282,2,2019,187,54.2,100,3,82.7,,
32669,2,2019,190,54,100,3,87.4,,
36445,2,2019,,49.5–53.0,100,3,89.8,201–250,
32668,2,2019,,49.5–53.0,100,3,80.3,201–250,
32658,2,2019,,49.5–53.0,100,3,96.3,201–250,
53141,2,2019,,49.5–53.0,100,3,91.5,201–250,
36440,2,2019,,49.5–53.0,100,3,91.2,201–250,
53162,2,2019,,49.5–53.0,100,3,91.3,201–250,
53297,2,2019,,46.4–49.4,100,3,96.6,251–300,
35315,2,2019,,46.4–49.4,100,3,92.9,251–300,
36476,2,2019,,46.4–49.4,100,3,73.2,251–300,
32677,2,2019,,46.4–49.4,100,3,93.2,251–300,
53295,2,2019,,46.4–49.4,100,3,82,251–300,
32685,2,2019,,44.0–46.3,100,3,79,301–350,
53294,2,2019,,44.0–46.3,100,3,87.5,301–350,
53293,2,2019,,44.0–46.3,100,3,94.1,301–350,
53163,2,2019,,44.0–46.3,100,3,80.5,301–350,
53160,2,2019,,44.0–46.3,100,3,80.1,301–350,
53300,2,2019,,41.7–43.9,100,3,75,351–400,
53298,2,2019,,41.7–43.9,100,3,93.2,351–400,
53197,2,2019,,41.7–43.9,100,3,94.5,351–400,
32671,2,2019,,41.7–43.9,100,3,90.8,351–400,
53138,2,2019,,41.7–43.9,100,3,78.9,351–400,
36455,2,2019,,41.7–43.9,100,3,78.7,351–400,
53193,2,2019,,37.1–41.6,100,3,94.8,401–500,
32732,2,2019,,37.1–41.6,100,3,78.7,401–500,
53257,2,2019,,37.1–41.6,100,3,79.6,401–500,
53261,2,2019,,37.1–41.6,100,3,88.7,401–500,
53196,2,2019,,37.1–41.6,100,3,70.5,401–500,
53314,2,2019,,37.1–41.6,100,3,86.1,401–500,
35314,2,2019,,37.1–41.6,100,3,78.9,401–500,
32676,2,2019,,37.1–41.6,100,3,85.2,401–500,
53189,2,2019,,33.5–37.0,100,3,79.5,501–600,
53311,2,2019,,33.5–37.0,100,3,74.3,501–600,
53168,2,2019,,33.5–37.0,100,3,83.3,501–600,
36725,2,2019,,33.5–37.0,100,3,69.9,501–600,
32663,2,2019,,33.5–37.0,100,3,54.4,501–600,
53296,2,2019,,33.5–37.0,100,3,77.4,501–600,
53190,2,2019,,26.0–33.4,100,3,73.9,601–800,
36467,2,2019,,26.0–33.4,100,3,85.9,601–800,
36496,2,2019,,26.0–33.4,100,3,69.7,601–800,
32686,2,2019,,26.0–33.4,100,3,79.2,601–800,
53308,2,2019,,26.0–33.4,100,3,87.9,601–800,
53309,2,2019,,26.0–33.4,100,3,79.2,601–800,
53310,2,2019,,26.0–33.4,100,3,70.5,601–800,
53235,2,2019,,26.0–33.4,100,3,83.1,601–800,
53312,2,2019,,26.0–33.4,100,3,68.3,601–800,
53258,2,2019,,26.0–33.4,100,3,62.5,601–800,
53270,2,2019,,26.0–33.4,100,3,63.4,601–800,
53315,2,2019,,26.0–33.4,100,3,71.4,601–800,
53299,2,2019,,26.0–33.4,100,3,75.3,601–800,
53317,2,2019,,26.0–33.4,100,3,62.3,601–800,
53318,2,2019,,26.0–33.4,100,3,84.9,601–800,
53319,2,2019,,26.0–33.4,100,3,65.4,601–800,
53313,2,2019,,19.0–25.9,100,3,73.5,801–1000,
53305,2,2019,,19.0–25.9,100,3,62.2,801–1000,
53306,2,2019,,19.0–25.9,100,3,78.7,801–1000,
53244,2,2019,,19.0–25.9,100,3,48.8,801–1000,
53278,2,2019,,19.0–25.9,100,3,72.4,801–1000,
36487,2,2019,,19.0–25.9,100,3,74.9,801–1000,
53286,2,2019,,19.0–25.9,100,3,51.8,801–1000,
53289,2,2019,,19.0–25.9,100,3,50.8,801–1000,
53316,2,2019,,19.0–25.9,100,3,52.6,801–1000,
53304,2,2019,,9.8–18.9,100,3,57.9,1001+,
53195,2,2019,,9.8–18.9,100,3,42.5,1001+,
36484,2,2019,,9.8–18.9,100,3,71.3,1001+,
36443,2,2019,1,96,100,4,99.5,,
33549,2,2019,2,94.8,100,4,98.8,,
31252,2,2019,9,90.3,100,4,87.7,,
32665,2,2019,14,87.8,100,4,90.1,,
37144,2,2019,26,81.3,100,4,83.1,,
31153,2,2019,29,79.8,100,4,73.7,,
32687,2,2019,38,75.8,100,4,68.7,,
33550,2,2019,57,69.9,100,4,62,,
33850,2,2019,78,64.3,100,4,48.6,,
35316,2,2019,79,64.1,100,4,51.8,,
32670,2,2019,93,62.8,100,4,48.3,,
32664,2,2019,106,61.2,100,4,46,,
36446,2,2019,114,59.9,100,4,47,,
32667,2,2019,116,59.7,100,4,43.3,,
34147,2,2019,118,59.6,100,4,42,,
35317,2,2019,119,59.3,100,4,45.7,,
32733,2,2019,120,59.2,100,4,47,,
32688,2,2019,130,58.8,100,4,38.9,,
36441,2,2019,141,57.8,100,4,39.7,,
38534,2,2019,146,57.3,100,4,40.3,,
32674,2,2019,149,57.2,100,4,42.8,,
31165,2,2019,153,56.6,100,4,43.5,,
32666,2,2019,158,56.3,100,4,34.7,,
53285,2,2019,161,56,100,4,37.3,,
53271,2,2019,165,55.8,100,4,40.2,,
32672,2,2019,167,55.6,100,4,33.8,,
53276,2,2019,171,55.4,100,4,39.6,,
53283,2,2019,181,54.5,100,4,35.9,,
53282,2,2019,187,54.2,100,4,37.1,,
32669,2,2019,190,54,100,4,30.9,,
36445,2,2019,,49.5–53.0,100,4,31.7,201–250,
32668,2,2019,,49.5–53.0,100,4,30.5,201–250,
32658,2,2019,,49.5–53.0,100,4,32.6,201–250,
53141,2,2019,,49.5–53.0,100,4,24.5,201–250,
36440,2,2019,,49.5–53.0,100,4,34.3,201–250,
53162,2,2019,,49.5–53.0,100,4,36.6,201–250,
53297,2,2019,,46.4–49.4,100,4,31.7,251–300,
35315,2,2019,,46.4–49.4,100,4,26.7,251–300,
36476,2,2019,,46.4–49.4,100,4,21.3,251–300,
32677,2,2019,,46.4–49.4,100,4,32.6,251–300,
53295,2,2019,,46.4–49.4,100,4,24.8,251–300,
32685,2,2019,,44.0–46.3,100,4,12.8,301–350,
53294,2,2019,,44.0–46.3,100,4,31.4,301–350,
53293,2,2019,,44.0–46.3,100,4,23,301–350,
53163,2,2019,,44.0–46.3,100,4,30.9,301–350,
53160,2,2019,,44.0–46.3,100,4,28.4,301–350,
53300,2,2019,,41.7–43.9,100,4,24,351–400,
53298,2,2019,,41.7–43.9,100,4,24.3,351–400,
53197,2,2019,,41.7–43.9,100,4,26.1,351–400,
32671,2,2019,,41.7–43.9,100,4,23.4,351–400,
53138,2,2019,,41.7–43.9,100,4,27.7,351–400,
36455,2,2019,,41.7–43.9,100,4,25,351–400,
53193,2,2019,,37.1–41.6,100,4,26.6,401–500,
32732,2,2019,,37.1–41.6,100,4,28.5,401–500,
53257,2,2019,,37.1–41.6,100,4,31.3,401–500,
53261,2,2019,,37.1–41.6,100,4,16.9,401–500,
53196,2,2019,,37.1–41.6,100,4,17.1,401–500,
53314,2,2019,,37.1–41.6,100,4,15.3,401–500,
35314,2,2019,,37.1–41.6,100,4,36.9,401–500,
32676,2,2019,,37.1–41.6,100,4,30.3,401–500,
53189,2,2019,,33.5–37.0,100,4,17.6,501–600,
53311,2,2019,,33.5–37.0,100,4,21.5,501–600,
53168,2,2019,,33.5–37.0,100,4,21.9,501–600,
36725,2,2019,,33.5–37.0,100,4,16.1,501–600,
32663,2,2019,,33.5–37.0,100,4,16.4,501–600,
53296,2,2019,,33.5–37.0,100,4,26.1,501–600,
53190,2,2019,,26.0–33.4,100,4,13.6,601–800,
36467,2,2019,,26.0–33.4,100,4,11.2,601–800,
36496,2,2019,,26.0–33.4,100,4,14,601–800,
32686,2,2019,,26.0–33.4,100,4,13.1,601–800,
53308,2,2019,,26.0–33.4,100,4,13.6,601–800,
53309,2,2019,,26.0–33.4,100,4,12.8,601–800,
53310,2,2019,,26.0–33.4,100,4,18,601–800,
53235,2,2019,,26.0–33.4,100,4,16.7,601–800,
53312,2,2019,,26.0–33.4,100,4,13.1,601–800,
53258,2,2019,,26.0–33.4,100,4,13.2,601–800,
53270,2,2019,,26.0–33.4,100,4,12.5,601–800,
53315,2,2019,,26.0–33.4,100,4,15.4,601–800,
53299,2,2019,,26.0–33.4,100,4,18.2,601–800,
53317,2,2019,,26.0–33.4,100,4,14.8,601–800,
53318,2,2019,,26.0–33.4,100,4,15.4,601–800,
53319,2,2019,,26.0–33.4,100,4,13,601–800,
53313,2,2019,,19.0–25.9,100,4,12.8,801–1000,
53305,2,2019,,19.0–25.9,100,4,12.7,801–1000,
53306,2,2019,,19.0–25.9,100,4,13.8,801–1000,
53244,2,2019,,19.0–25.9,100,4,12.5,801–1000,
53278,2,2019,,19.0–25.9,100,4,10.5,801–1000,
36487,2,2019,,19.0–25.9,100,4,19.8,801–1000,
53286,2,2019,,19.0–25.9,100,4,12.6,801–1000,
53289,2,2019,,19.0–25.9,100,4,9.3,801–1000,
53316,2,2019,,19.0–25.9,100,4,10,801–1000,
53304,2,2019,,9.8–18.9,100,4,9.9,1001+,
53195,2,2019,,9.8–18.9,100,4,11.3,1001+,
36484,2,2019,,9.8–18.9,100,4,10,1001+,
36443,2,2019,1,96,100,5,91.8,,
33549,2,2019,2,94.8,100,5,92.1,,
31252,2,2019,9,90.3,100,5,85.8,,
32665,2,2019,14,87.8,100,5,79.1,,
37144,2,2019,26,81.3,100,5,71,,
31153,2,2019,29,79.8,100,5,69.2,,
32687,2,2019,38,75.8,100,5,61.1,,
33550,2,2019,57,69.9,100,5,57.7,,
33850,2,2019,78,64.3,100,5,44.8,,
35316,2,2019,79,64.1,100,5,48,,
32670,2,2019,93,62.8,100,5,41.2,,
32664,2,2019,106,61.2,100,5,46,,
36446,2,2019,114,59.9,100,5,44.7,,
32667,2,2019,116,59.7,100,5,38.9,,
34147,2,2019,118,59.6,100,5,39.7,,
35317,2,2019,119,59.3,100,5,41.2,,
32733,2,2019,120,59.2,100,5,43.7,,
32688,2,2019,130,58.8,100,5,31.9,,
36441,2,2019,141,57.8,100,5,34.3,,
